state,polling_place,premises,address,suburb,postcode,wheelchair_access
QLD,Ambrose,Ambrose State School,Gentle Annie Rd,AMBROSE,4702.0,F
QLD,Apple Tree Creek,Memorial Hall,Bruce Hwy,APPLE TREE CREEK,4660.0,N
QLD,Avoca,Avoca State School,Twyford St,BUNDABERG,4670.0,F
QLD,Avondale,Avondale State School,Avondale Rd,AVONDALE,4672.0,F
QLD,Bajool,Bajool State School,Mill St,BAJOOL,4699.0,A
QLD,Baree,Baree School of Arts,Creek St,BAREE,4714.0,F
QLD,Bargara,St Peters C Of E Hall,Bauer St,BARGARA,4670.0,F
QLD,Benaraby,Benaraby State School,O'Connor Rd,BENARABY,4680.0,F
QLD,Booyal,Booyal Central State School,Bruce Hwy,BOOYAL,4671.0,F
QLD,Bororen,Bororen State School,Kent St,BOROREN,4678.0,A
QLD,Boyne Island,Boyne Tannum Community Centre,Wyndham Ave,BOYNE ISLAND,4680.0,F
QLD,Bracewell,Bracewell State School,Bracewell Rd,BRACEWELL,4695.0,A
QLD,Branyan,Branyan Road State School,Branyan Dr,BUNDABERG,4670.0,F
QLD,Builyan,Builyan State School,Gladstone Rd,BUILYAN,4680.0,F
QLD,Bundaberg,Bundaberg Civic Centre,Bourbong St,BUNDABERG,4670.0,F
QLD,Bundaberg Base Hospital,Bundaberg Base Hospital,273 Bourbong St,BUNDABERG,4670.0,F
QLD,Bundaberg Central,Rum City Band Hall,72 Targo St,BUNDABERG,4670.0,F
QLD,Bundaberg East,Bundaberg East State School,33 Scotland St,BUNDABERG,4670.0,F
QLD,Bundaberg North,Nth Bundaberg Progress Assn Hall,18 Queen St,BUNDABERG,4670.0,A
QLD,Bundaberg North West,Bundaberg North State School,Mount Perry Rd,BUNDABERG,4670.0,F
QLD,Bundaberg South,Bundaberg South State School,Cnr George & Walla Sts,BUNDABERG,4670.0,F
QLD,Bundaberg West,Bundaberg West State School,183 George St,BUNDABERG,4670.0,N
QLD,Burnett Heads,Burnett Heads State Pre-School,Burnett Heads Rd,BURNETT HEADS,4670.0,F
QLD,Calliope,Calliope State School,Dawson Hwy,CALLIOPE,4680.0,F
QLD,Childers,Childers Showground,Ridgway St,CHILDERS,4660.0,F
QLD,Clinton,Clinton State School,Harvey Rd,GLADSTONE,4680.0,A
QLD,Clinton St John's,St John's Primary School,15 J Hickey Ave,GLADSTONE,4680.0,A
QLD,Cordalba,Cordalba State School,John St,CORDALBA,4660.0,F
QLD,Elliott Heads,Elliott Heads State School,Breusch St,ELLIOTT HEADS,4670.0,F
QLD,Givelda,Givelda State School,Pine Creek Rd,GIVELDA,4670.0,N
QLD,Gladstone,Port Curtis Education Centre,74 Auckland St,GLADSTONE,4680.0,N
QLD,Gladstone South,Gladstone South State School,153 Toolooa St,GLADSTONE,4680.0,A
QLD,Gladstone Valley,Gladstone Kindergarten,149 Auckland St,GLADSTONE,4680.0,A
QLD,Gladstone West,Gladstone West State School,Boles St,GLADSTONE,4680.0,F
QLD,Gooburrum,Gooburrum State School,Gooburrum Rd,GOOBURRUM,4670.0,F
QLD,Goodwood,Goodwood State School,Goodwood Rd,GOODWOOD,4660.0,A
QLD,Kalkie,Kalkie State School,Bargara Rd,BUNDABERG,4670.0,F
QLD,Kepnock,Kepnock High School,Kepnock Rd,BUNDABERG,4670.0,F
QLD,Kin Kora,Kin Kora State School,Hibiscus Ave,GLADSTONE,4680.0,F
QLD,Lowmead,Lowmead State School,Gay St,LOWMEAD,4676.0,A
QLD,Millbank,Millbank Progress Asscn Hall,Cnr Avoca and Walker Sts,BUNDABERG,4670.0,F
QLD,Miriam Vale,Miriam Vale State School,Roe St,MIRIAM VALE,4677.0,A
QLD,Moore Park,Moore Park Community Hall,Club Ave,MOORE PARK,4670.0,F
QLD,Mount Larcom,Mount Larcom State School,Bruce Hwy,MOUNT LARCOM,4695.0,N
QLD,Mount Morgan,Mount Morgan School of Arts,Morgan St,MOUNT MORGAN,4714.0,F
QLD,Norville,Norville Progress Hall,Maynard St,BUNDABERG,4670.0,F
QLD,Oakwood,Oakwood State School,Rosedale Rd,OAKWOOD,4670.0,F
QLD,Rosedale,Rosedale State School,James St,ROSEDALE,4674.0,F
QLD,Sharon,Sharon State School,Bundaberg Gin Gin Rd,SHARON,4670.0,N
QLD,South Kolan,Kolan South State School,Bundaberg Gin Gin Rd,SOUTH KOLAN,4670.0,N
QLD,Tannum Sands,Tannum Sands State School,Waratah Cres,TANNUM SANDS,4680.0,F
QLD,Thabeban,Thabeban State School,Goodwood Rd,BUNDABERG,4670.0,F
QLD,Toolooa,Toolooa High School,Philip St,GLADSTONE,4680.0,F
QLD,Ubobo,Ubobo State School,Cedarvale Rd,UBOBO,4680.0,N
QLD,Walkervale,Walkervale State School,Hurst St,BUNDABERG,4670.0,F
QLD,Wartburg,Wartburg State School,Coast Rd,WARTBURG,4674.0,F
QLD,Woodgate,Woodgate Community Hall,Esplanade,WOODGATE,4660.0,F
QLD,Woongarra,Woongarra Pre-School,Elliott Heads Rd,BUNDABERG,4670.0,F
QLD,Yandaran,Yandaran State School,School Lane,YANDARAN,4673.0,A
QLD,Yarroon,Andersons Auto City Showroom,56 Yarroon St,GLADSTONE,4680.0,A
QLD,Yarwun,Yarwun State School,Calliope River Rd,YARWUN,4694.0,F
QLD,Abergowrie,Abergowrie State School,Abergowrie Rd,ABERGOWRIE,4850.0,N
QLD,Aloomba,Aloomba State School,Neilsen St,ALOOMBA,4871.0,N
QLD,Atherton,Merrilands Hall,Robert St,ATHERTON,4883.0,F
QLD,Atherton North,Atherton State High School,Maunds Rd,ATHERTON,4883.0,F
QLD,Babinda,Babinda R.S.L.Hall,Munro St,BABINDA,4861.0,F
QLD,Bambaroo,Bambaroo State School,Bruce Hwy,BAMBAROO,4816.0,F
QLD,Bellenden Ker,Bellenden Ker State School,Harvey Creek Rd,BELLENDEN KER,4871.0,N
QLD,Biboohra,Biboohra State School,Mount Molloy Rd,BIBOOHRA,4880.0,F
QLD,Bluewater,Bluewater State School,Buckby St,BLUEWATER,4818.0,A
QLD,Boulia,Boulia State School,Templeton St,BOULIA,4829.0,F
QLD,Burketown,Burketown State School,Beames St,BURKETOWN,4830.0,F
QLD,Butchers Creek,Butchers Creek State School,Gadaloff Rd,BUTCHERS CREEK,4885.0,N
QLD,Camooweal,Camooweal State School,Nowranie St,CAMOOWEAL,4828.0,N
QLD,Cardwell,Cardwell State School,Victoria St,CARDWELL,4816.0,A
QLD,Charters Towers,Dalrymple Shire Chambers,Mosman St,CHARTERS TOWERS,4820.0,F
QLD,Charters Towers Central,Central State School,Mexican St,CHARTERS TOWERS,4820.0,F
QLD,Charters Towers Hospital,Charters Towers Hospital Dental Clinic,Gill St,CHARTERS TOWERS,4820.0,A
QLD,Chillagoe,Chillagoe State School,Cathedral St,CHILLAGOE,4871.0,A
QLD,Cloncurry,Cloncurry State School,Daintree St,CLONCURRY,4824.0,F
QLD,Croydon,Croydon State School,Brown St,CROYDON,4871.0,N
QLD,Dajarra,Dajarra State School,Matheson St,DAJARRA,4825.0,N
QLD,Dimbulah,Dimbulah State School,Kennedy St,DIMBULAH,4872.0,A
QLD,Doomadgee,Doomadgee State School,Doomadgee Rd,DOOMADGEE,4830.0,F
QLD,East Palmerston,Palmerston East State School,Palmerston Hwy,EAST PALMERSTON,4860.0,A
QLD,Einasleigh,Einasleigh Post Office,Baroota St,EINASLEIGH,4871.0,A
QLD,El Arish,El Arish State School,28 Chauvel St,EL ARISH,4855.0,N
QLD,Emerald Creek,Henderson's Residence,Kennedy Hwy,EMERALD CREEK,4880.0,A
QLD,Euramo,Euramo Hotel,Unit 1 Euramo Rd,EURAMO,4854.0,F
QLD,Evelyn Central,Evelyn Central Community Hall,Kennedy Hwy,EVELYN CENTRAL,4872.0,N
QLD,Eventide,Eventide Dining Hall,Dalrymple Rd,CHARTERS TOWERS,4820.0,F
QLD,Feluga,Feluga State School,East Feluga Rd,FELUGA,4854.0,A
QLD,Flying Fish Point,Flying Fish Point State School,Maud St,FLYING FISH POINT,4860.0,N
QLD,Forrest Beach,Forrest Beach State School,Pandanus St,FORREST BEACH,4850.0,F
QLD,Forsayth,Forsayth State School,Second St,FORSAYTH,4871.0,N
QLD,Garradunga,Garradunga Community Hall,Garradunga Rd,GARRADUNGA,4860.0,N
QLD,Georgetown,Georgetown State School,High St,GEORGETOWN,4871.0,A
QLD,Goondi,Goondi State School,Maple St,GOONDI,4860.0,A
QLD,Gordonvale,Gordonvale State School,28 George St,GORDONVALE,4865.0,F
QLD,Greenvale,Greenvale State School,Cassia Court,GREENVALE,4816.0,F
QLD,Halifax,Halifax State School,17 Victoria Tce,HALIFAX,4850.0,N
QLD,Happy Valley,Happy Valley State School,Twenty-third Ave,MOUNT ISA,4825.0,F
QLD,Hawkins Creek,Hawkins Creek State School,Gortons Rd,HAWKINS CREEK,4850.0,F
QLD,Healy,Healy State School,Thomson Rd,MOUNT ISA,4825.0,F
QLD,Herberton,Herberton Shire Hall,William St,HERBERTON,4872.0,F
QLD,Homestead,Homestead State School,Flinders Hwy,HOMESTEAD,4816.0,F
QLD,Hughenden,Hughenden Court House,65 Brodie St,HUGHENDEN,4821.0,N
QLD,Ingham,Ingham State School,28 McIlwraith St,INGHAM,4850.0,A
QLD,Ingham Hospital,Ingham Hospital,McIlwraith St,INGHAM,4850.0,N
QLD,Innisfail,Ellen Maruff House,49 Rankin St,INNISFAIL,4860.0,A
QLD,Innisfail East,Innisfail East State School,92 Mourilyan Rd,INNISFAIL,4860.0,A
QLD,Innisfail Hospital,Innisfail Hospital Dental Clinic,87 Rankin St,INNISFAIL,4860.0,N
QLD,Innot Hot Springs,Innot Hot Springs Progress Association Hall,Kennedy Hwy,INNOT HOT SPRINGS,4872.0,F
QLD,Irvinebank,Irvinebank School Of Arts,Kennedy Hwy,IRVINEBANK,4872.0,A
QLD,Julia Creek,Julia Creek Court House,14 Burke St,JULIA CREEK,4823.0,F
QLD,Kairi,Kairi State School,McGeehan Rd,KAIRI,4872.0,A
QLD,Kalkadoon,Kalkadoon State High School,Abel Smith Pde,MOUNT ISA,4825.0,F
QLD,Karumba,Karumba State School,Yappar St,KARUMBA,4891.0,N
QLD,Kennedy,Kennedy State School,Kennedy Creek Rd,KENNEDY,4816.0,N
QLD,Long Pocket,Long Pocket CWA Hall,Ingham-Abergowrie Rd,LONG POCKET,4850.0,A
QLD,Lower Tully,Lower Tully State School,Tully Heads Rd,LOWER TULLY,4854.0,A
QLD,Lucinda,Lucinda Point State School,Patterson Pde,LUCINDA,4850.0,N
QLD,Mcdonnell Creek,McDonnell Creek State School,Bruce Hwy,DEERAL,4871.0,A
QLD,Macknade,Macknade State School,79 Farrell Dr,MACKNADE,4850.0,N
QLD,Malanda,Malanda State School,24 Mary St,MALANDA,4885.0,A
QLD,Mareeba,Mareeba State School Assembly Hall,Constance St,MAREEBA,4880.0,A
QLD,Mareeba Hospital,Mareeba Hospital,21 Lloyd St,MAREEBA,4880.0,N
QLD,Mareeba West,Mareeba State High School,Jasper St,MAREEBA,4880.0,A
QLD,Mena Creek,Mena Creek State School,Mena Creek Rd,MENA CREEK,4871.0,N
QLD,Millaa Millaa,Millaa Millaa State School,Palm Ave,MILLAA MILLAA,4886.0,N
QLD,Mingela,Mingela State School,Burdekin St,MINGELA,4816.0,N
QLD,Miriwinni,Miriwinni State School,Bruce Hwy,MIRIWINNI,4871.0,A
QLD,Mission Beach,Mission Beach State School,Webb Rd,WONGALING BEACH,4854.0,F
QLD,Moresby,Moresby State School,Main St,MORESBY,4871.0,A
QLD,Mornington Island,Mornington Island State School,Lardil St,MORNINGTON ISLAND,4871.0,A
QLD,Mount Garnet,Mount Garnet C.W.A. Hall,Garnet St,MOUNT GARNET,4872.0,A
QLD,Mount Isa,Central State School Library,Miles St,MOUNT ISA,4825.0,A
QLD,Mount Isa Hospital,Mount Isa Hospital,30 Camooweal St,MOUNT ISA,4825.0,A
QLD,Mount Isa West,Mount Isa State High School,Fifth Ave,MOUNT ISA,4825.0,A
QLD,Mount Surprise,Mount Surprise State School,Garland St,MOUNT SURPRISE,4871.0,A
QLD,Mourilyan,Mourilyan State Pre School,34 Mourilyan Harbour Rd,MOURILYAN,4858.0,A
QLD,Murray Upper,Murray Upper State School,Upper Murray Rd,MURRAY UPPER,4854.0,N
QLD,Mutchilba,Mutchilba State School,Dimbulah Rd,MUTCHILBA,4872.0,A
QLD,Normanton,Normanton Court House,Haig Street,NORMANTON,4890.0,F
QLD,Pentland,Pentland State School,Gilmore St,PENTLAND,4816.0,A
QLD,Prairie,Prairie State School,Savage St,PRAIRIE,4816.0,N
QLD,Queenton,Charters Towers Choristers Hall,York St,CHARTERS TOWERS,4820.0,A
QLD,Ravenshoe,Ravenshoe State School,Moore St,RAVENSHOE,4872.0,F
QLD,Ravenswood,Ravenswood State School,School St,RAVENSWOOD,4816.0,A
QLD,Richmond,Richmond Court House,Goldring St,RICHMOND,4740.0,A
QLD,Richmond Hill,Richmond Hill State School,Baker St,CHARTERS TOWERS,4820.0,N
QLD,Rollingstone,Rollingstone State School,Tealby St,ROLLINGSTONE,4816.0,N
QLD,Silkwood,Silkwood State School,Japoon Rd,SILKWOOD,4856.0,A
QLD,Soldiers Hill,Barkly State School,Bougainville St,MOUNT ISA,4825.0,F
QLD,South Johnstone,South Johnstone State School,East Ave,SOUTH JOHNSTONE,4859.0,A
QLD,Sunset,Sunset State School,Abel Smith Pde,MOUNT ISA,4825.0,A
QLD,Tolga,Tolga State School,Kennedy Hwy,TOLGA,4882.0,N
QLD,Toobanna,Toobanna State School,Bruce Hwy,TOOBANNA,4850.0,A
QLD,Townview,Townview State School,Kookaburra St,MOUNT ISA,4825.0,A
QLD,Trebonne,Trebonne State School,Stone River Rd,TREBONNE,4850.0,A
QLD,Tully,Tully Court House,46 Bryant St,TULLY,4854.0,A
QLD,Tully Hospital,Tully Hospital,Bryant St,TULLY,4854.0,N
QLD,Upper Barron,Upper Barron State School,Kennedy Hwy,UPPER BARRON,4883.0,N
QLD,Upper Stone,Upper Stone CWA Hall,Stone River Rd,UPPER STONE,4850.0,N
QLD,Victoria Estate,Victoria Plantation State School,Forrest Beach Rd,VICTORIA ESTATE,4850.0,A
QLD,Walkamin,Walkamin State School,Wattle St,WALKAMIN,4872.0,N
QLD,Wangan,Mundoo State School,100 Cardier Rd,WANGAN,4871.0,A
QLD,Wondecla,Wondecla Showgrounds Kiosk,Ravenshoe Rd,WONDECLA,4872.0,A
QLD,Yungaburra,Yungaburra State School,4 Maple St,YUNGABURRA,4872.0,A
QLD,Alexandra Bay,Alexandra Bay State School,Cape Tribulation Rd,COW BAY,4873.0,F
QLD,Aurukun,Aurukun State School,Wuungkam St,AURUKUN,4871.0,A
QLD,Balaclava,Balaclava State School,418 Mulgrave Rd,CAIRNS,4870.0,F
QLD,Bamaga,Bamaga State School,Anu St,BAMAGA,4876.0,N
QLD,Bayview Heights,Woree State High School,Cnr Rigg & Windarra Sts,WOREE,4868.0,F
QLD,Cairns,St Monica's School,Lake St,CAIRNS,4870.0,F
QLD,Cairns Base Hospital,Cairns Base Hospital Bldg,Esplanade,CAIRNS,4870.0,F
QLD,Cairns North,Cairns North State School,381 Sheridan St,CAIRNS NORTH,4870.0,A
QLD,Cairns South,Trinity Bay State High School,26 Hoare St,MANUNDA,4870.0,N
QLD,Cairns West,Cairns West State School,Cnr Hoare & Mayers Sts,MANUNDA,4870.0,F
QLD,Caravonica,Caravonica State School,Kamerunga Rd,CARAVONICA,4878.0,F
QLD,Clifton Beach,"Clifton Beach Community Hall, Edward Mann Park",13 Clifton Rd,CLIFTON BEACH,4879.0,A
QLD,Coen,Coen State School,Peninsula Developmental Rd,COEN,4871.0,F
QLD,Cooktown,Cooktown State School,Cnr May & Charles St,COOKTOWN,4871.0,F
QLD,Daintree,Daintree State School,Osborne St,DAINTREE,4873.0,A
QLD,Earlville,Our Lady Help Of Christians School,18 Balaclava Rd,EARLVILLE,4870.0,F
QLD,Edge Hill,Edge Hill State School,254 Pease St,EDGE HILL,4870.0,F
QLD,Edmonton,Fretwell Park Sports Complex,57 Robert Rd,EDMONTON,4869.0,F
QLD,Freshwater,Freshwater State School,60 Old Smithfield Rd,FRESHWATER,4870.0,A
QLD,Hambledon,Hambledon State School,79 Stokes St,EDMONTON,4869.0,F
QLD,Holloways Beach,"Holloways Beach Community Hall, Sid Granville Park",85 Oleander St,HOLLOWAYS BEACH,4878.0,F
QLD,Hope Vale,Hope Vale State School,Cnr Thiele & Poland Sts,HOPEVALE,4871.0,F
QLD,Horn Island,Wasaga Community Hall,10 Miskin St,HORN ISLAND,4875.0,A
QLD,Julatten,Julatten State School,Rex Hwy,JULATTEN,4871.0,A
QLD,Kowanyama,Kowanyama State School,Kowanyama St,KOWANYAMA,4871.0,N
QLD,Kuranda,Kuranda State School,16 Arara St,KURANDA,4872.0,F
QLD,Laura,Laura State School,Terminus St,LAURA,4871.0,F
QLD,Lockhart River,Lockhart River State School,Puchewoo St,LOCKHART RIVER,4871.0,A
QLD,Machans Beach,Machans Beach State School,61 Machan St,MACHANS BEACH,4878.0,A
QLD,Miallo,Miallo State School,Miallo Rd,MIALLO,4873.0,F
QLD,Mossman,Mossman State School,30 Front St,MOSSMAN,4873.0,F
QLD,Mount Molloy,Mount Molloy State School,Fraser Rd,MOUNT MOLLOY,4871.0,F
QLD,Parramatta,Parramatta State School,128 Mulgrave Rd,PARRAMATTA PARK,4870.0,F
QLD,Pormpuraaw,Pormpuraaw State School,Pormpuraaw St,PORMPURAAW,4871.0,F
QLD,Port Douglas,Port Douglas State School,Endeavour St,PORT DOUGLAS,4871.0,F
QLD,Redlynch,Redlynch State School,Jungarra Rd,REDLYNCH,4870.0,F
QLD,Stratford,Stratford Community Centre,11 Kamerunga Rd,STRATFORD,4870.0,F
QLD,Tamwoy,Thursday Island High School,Aplin Rd,THURSDAY ISLAND,4875.0,A
QLD,Thursday Island,Port Kennedy Assoc Hall,64 Douglas St,THURSDAY ISLAND,4875.0,F
QLD,Trinity Beach,Trinity Beach State School,Wewak St,TRINITY BEACH,4879.0,F
QLD,Weipa North,Weipa North State High School,Central Ave,WEIPA,4874.0,F
QLD,White Rock,White Rock State School,114 Progress Rd,WHITE ROCK,4868.0,F
QLD,Whitfield,Whitfield State School,42 McManus St,MANOORA,4870.0,F
QLD,Wonga Beach,Wonga Beach State School,Snapper Island Dr,WONGA BEACH,4873.0,F
QLD,Yarrabah,Yarrabah State School,Gribble St,YARRABAH,4871.0,A
QLD,Yorkeys Knob,Yorkeys Knob State School,26 Clinton St,YORKEYS KNOB,4878.0,F
QLD,Ascot,Ascot State School,Massey St,ASCOT,4007.0,N
QLD,Aspley,Aspley State High School,651 Zillmere Rd,ASPLEY,4034.0,F
QLD,Aspley East,Aspley East State School,Hopgood St,ASPLEY,4034.0,A
QLD,Banyo,St Oswalds Anglican Church Hall,9 Froude St,BANYO,4014.0,F
QLD,Banyo East,Nudgee State School,Earnshaw Rd,NUDGEE,4014.0,A
QLD,Boondall,Boondall State School,Roscommon Rd,BOONDALL,4034.0,A
QLD,Brighton,Brighton State School,2 North Rd,BRIGHTON,4017.0,N
QLD,Brighton South,Nashville State Pre School,Baskerville St,BRIGHTON,4017.0,A
QLD,Chermside East,Assembly of God,Cnr Hamilton & Pfingst Rds,CHERMSIDE,4032.0,F
QLD,Clayfield,Bar Jai Seniors Club,178 Alexandra Rd,CLAYFIELD,4011.0,F
QLD,Clayfield West,St Mark's Anglican Church,Bellevue Tce cnr Bonney Ave,CLAYFIELD,4011.0,F
QLD,Deagon,Sandgate State High School,Cnr Braun St & Depot Rd,DEAGON,4017.0,A
QLD,Eventide Home,"Eventide Home, The Auditorium (Amenities Block)",Beaconsfield Tce,BRIGHTON,4017.0,F
QLD,Freemasons Homes,Freemasons Homes,60 Wakefield St,SANDGATE,4017.0,A
QLD,Geebung,Geebung State School,Newman Rd,GEEBUNG,4034.0,A
QLD,Gordon Park,Lou Drew Memorial Hall,43 Khartoum St,GORDON PARK,4031.0,F
QLD,Hamilton,St Augustines Anglican Church,56 Racecourse Rd,HAMILTON,4007.0,A
QLD,Hendra,St Johns Anglican Church Hall,12 Burilda St,HENDRA,4011.0,N
QLD,Hendra East,Hendra State School,School St,HENDRA,4011.0,A
QLD,Kalinga,Presbyterian Church Hall,Cnr Shaw Rd & Emma St,WOOLOOWIN,4030.0,N
QLD,Kedron,Kedron State School,Leckie Rd,KEDRON,4031.0,N
QLD,Kedron Heights,Little Flower Church Hall,66 Turner Rd,KEDRON,4031.0,F
QLD,Lutwyche East,Holy Cross School,40 Morris Street,WOOLOOWIN,4030.0,F
QLD,Northgate,Northgate State School,Amelia St,NUNDAH,4012.0,A
QLD,Nudgee,Nudgee School of Arts,Hayden St,NUDGEE,4014.0,F
QLD,Nudgee Beach,Environmental Education Centre,1588 Nudgee Rd,NUDGEE BEACH,4016.0,N
QLD,Nundah,Nundah State School,Cnr Buckland Rd & Bage St,NUNDAH,4012.0,N
QLD,Nundah North,St Francis Anglican Church Hall,Cameron St,NUNDAH,4012.0,F
QLD,Nundah West,Wavell Heights Anglican Church Hall,Cnr Olive & Imbros Sts,NUNDAH,4012.0,A
QLD,Pinkenba,Pinkenba State School,Eagle Farm Rd,PINKENBA,4008.0,F
QLD,Sandgate,Sandgate Magistrates Court,Keogh St,SANDGATE,4017.0,F
QLD,Shorncliffe,Shorncliffe State School,Yundah St,SHORNCLIFFE,4017.0,F
QLD,Somerset Hills,Somerset Hills State School,241 Kitchener Rd,STAFFORD HEIGHTS,4053.0,A
QLD,Taigum,Taigum State School,261 Handford Rd,TAIGUM,4034.0,F
QLD,Virginia,Virginia State Pre-School,Jefferis St,VIRGINIA,4355.0,F
QLD,Wavell Heights,Wavell Heights State Pre-School,Kuran St,CHERMSIDE,4032.0,F
QLD,Whinstanes,St Lukes Uniting Church Activity Centre,Cnr Jackson & Oxford Sts,HAMILTON,4007.0,F
QLD,Wooloowin,Kedron State High School,Park Rd,WOOLOOWIN,4030.0,A
QLD,Zillmere,Zillmere State School,Murphy Rd,ZILLMERE,4034.0,N
QLD,Banksia Beach,Banksia Beach State School,Sunderland Dr,BANKSIA BEACH,4507.0,F
QLD,Beachmere,Beachmere Community Association Hall,Progress Ave,BEACHMERE,4510.0,F
QLD,Beerburrum,Beerburrum School of Arts Hall,Anzac Ave,BEERBURRUM,4517.0,A
QLD,Beerwah,Beerwah Community Centre,Simpson St,BEERWAH,4519.0,A
QLD,Bellara,Air Sea Rescue Bribie Island,Marine Pde,BELLARA,4507.0,F
QLD,Bongaree,Bribie Island Recreation Hall,First Ave,BONGAREE,4507.0,F
QLD,Burpengary,Burpengary Community Complex,111 Station Rd,BURPENGARY,4505.0,A
QLD,Burpengary East,Old Bay Rd Community Comlpex Inc,Maitland Rd,BURPENGARY,4505.0,F
QLD,Burpengary South,Burpengary Baptist Community Church,72 Pitt Rd,BURPENGARY,4505.0,F
QLD,Burpengary West,Burpengary State School,35 Station Rd,BURPENGARY,4505.0,A
QLD,Caboolture,Caboolture Shire Memorial Hall,King St,CABOOLTURE,4510.0,F
QLD,Caboolture East,Caboolture State High School,Lee St,CABOOLTURE,4510.0,F
QLD,Caboolture West,Tullawong State High School,Del Rosso Rd,CABOOLTURE,4510.0,F
QLD,Conondale,Conondale State School,Maleny-Kenilworth Rd,CONONDALE,4552.0,N
QLD,Deception Bay,Deception Bay State School,King St,DECEPTION BAY,4508.0,F
QLD,Deception Bay North,Deception Bay North State School,Old Bay Rd,DECEPTION BAY,4508.0,F
QLD,Deception Bay South,Deception Bay High School,Phillip Pde,DECEPTION BAY,4508.0,A
QLD,Donnybrook,Donnybrook Community Hall,Cnr Alice & Edith Sts,DONNYBROOK,4510.0,F
QLD,Elimbah,Elimbah State School,School Rd,ELIMBAH,4516.0,N
QLD,Glass House Mountains,Glass House Mountains Community Hall,Coonowrin Rd,GLASS HOUSE MOUNTAINS,4518.0,F
QLD,Jinibara,Jinibara State School,Cottontree Dr,NARANGBA,4504.0,F
QLD,Landsborough,Landsborough State School,Gympie St North,LANDSBOROUGH,4550.0,F
QLD,Maleny,Maleny RSL Hall,1 Bunya St,MALENY,4552.0,F
QLD,Morayfield,Morayfield State High School,Visentin Rd,MORAYFIELD,4506.0,F
QLD,Morayfield East,Morayfield East State School,Graham Rd,MORAYFIELD,4506.0,F
QLD,Morayfield West,Minimbah State School,Minimbah Dr,MORAYFIELD,4506.0,F
QLD,Mount Mee,Mount Mee State School,1368 Mt Mee Rd,MOUNT MEE,4521.0,A
QLD,Narangba,Narangba State School,School Rd,NARANGBA,4504.0,A
QLD,Ningi,Ningi District Hall,Cnr Bribie Island Rd & Rita Ave,NINGI,4511.0,F
QLD,Peachester,Peachester State School,966 Peachester Rd,PEACHESTER,4519.0,N
QLD,Toorbul,Toorbul Hall,158 Esplanade,TOORBUL,4510.0,F
QLD,Wamuran,Wamuran State School,D'Aguilar Hwy,WAMURAN,4512.0,N
QLD,Woodford,Woodford Memorial Community Centre,Archer St,WOODFORD,4514.0,F
QLD,Woorim,Bribie Island Surf Life Saving Supporters Club,North St,WOORIM,4507.0,A
QLD,Allora,Allora Senior Citizens Centre,Drayton St,ALLORA,4362.0,F
QLD,Amiens,Amiens State School,Amiens Rd,AMIENS,4352.0,N
QLD,Anakie,Anakie State School,Cook St,ANAKIE,4702.0,N
QLD,Applethorpe,Applethorpe State School,New England Hwy,APPLETHORPE,4378.0,N
QLD,Augathella,Augathella State School,Cavanagh St,AUGATHELLA,4477.0,F
QLD,Ballandean,Ballandean State School,Bents Rd,BALLANDEAN,4382.0,N
QLD,Bauhinia Downs,Bauhinia State School,Dawson Hwy,BAUHINIA,4718.0,F
QLD,Bedourie,Bedourie Shire Hall,Herbert St,BEDOURIE,4829.0,F
QLD,Bell,Bell State School,Dennis St,BELL,4408.0,A
QLD,Birdsville,Birdsville Shire Hall,Adelaide St,BIRDSVILLE,4482.0,F
QLD,Blackall,Blackall Court House,Shamrock St,BLACKALL,4472.0,F
QLD,Blackwater,Blackwater State School,Wey St,BLACKWATER,4717.0,A
QLD,Blackwater North,Blackwater North State School,Williams St,BLACKWATER,4717.0,F
QLD,Bluff,Bluff State School,Main St,BLUFF,4702.0,F
QLD,Bollon,Bollon State School,Main St,BOLLON,4488.0,N
QLD,Brigalow,Brigalow Public Hall,Main St,BRIGALOW,4412.0,F
QLD,Bringalily South,Bringalily Hall,No 69 Road,BRINGALILY,4357.0,N
QLD,Broadwater Crossing,Broadwater State School,Stanthorpe-Texas Rd,BROADWATER,4380.0,A
QLD,Bungunya,Bungunya State School,George St,BUNGUNYA,4494.0,N
QLD,Burra Burri,Burra Burri State School,Burra Burri Creek Rd,BURRA BURRI,4410.0,N
QLD,Canaga,Canaga Hall,Chinchilla-Wondai Rd,CANAGA,4413.0,N
QLD,Cecil Plains,Cecil Plains State School,Taylor St,CECIL PLAINS,4407.0,F
QLD,Charleville,Charleville & District Cultural Centre,96 Alfred St,CHARLEVILLE,4470.0,F
QLD,Charleville Hospital,Waroona Nursing Home,72 King St,CHARLEVILLE,4470.0,F
QLD,Chinchilla,Catholic Church Hall,Middle St,CHINCHILLA,4413.0,F
QLD,Chinchilla Hospital,Chinchilla Hospital,Slessar St,CHINCHILLA,4413.0,F
QLD,Clintonvale,Clintonvale State School,Cunningham Hwy,CLINTONVALE,4370.0,A
QLD,Condamine,Condamine State School,Kennedy St,CONDAMINE,4416.0,N
QLD,Cooranga North,Cooranga North State School,Bell Rd,COORANGA NORTH,4408.0,N
QLD,Cottonvale,Cottonvale State School,School Rd,COTTONVALE,4375.0,N
QLD,Cunnamulla,Paroo Shire Council Hall,Jane St,CUNNAMULLA,4490.0,F
