state,electorate,polling_place,polling_place_raw,yes_or_no,yes_n,yes_p,no_n,no_p,formal_n,formal_p,informal_n,informal_p,total_n,total_p
NSW,Banks,ABSENT,ABSENT,No,2552,0.4739,2833,0.5261,5385,0.9937,34,0.0063,5419,0.0708
NSW,Banks,POSTAL,POSTAL,No,951,0.3439,1814,0.6561,2765,0.9971,8,0.0029,2773,0.0362
NSW,Banks,PRE_POLL,PRE_POLL,No,1617,0.4361,2091,0.5639,3708,0.9954000000000001,17,0.0046,3725,0.048600000000000004
NSW,Banks,PROVISIONAL,PROVISIONAL,No,131,0.46619999999999995,150,0.5338,281,0.9965,1,0.0034999999999999996,282,0.0037
NSW,Banks,Division Summary,Division Summary,No,34719,0.4576,41156,0.5424,75875,0.9906,717,0.009399999999999999,76592,0.9544
SA,Barker,American River,American River,No,87,0.38670000000000004,138,0.6133,225,0.9783,5,0.0217,230,0.0028000000000000004
SA,Barker,Ashbourne,Ashbourne,No,53,0.44170000000000004,67,0.5583,120,1.0,0,0.0,120,0.0014000000000000002
SA,Barker,Beachport,Beachport,No,122,0.302,282,0.698,404,0.9878,5,0.012199999999999999,409,0.0049
SA,Barker,Bordertown,Bordertown,No,496,0.25670000000000004,1436,0.7433,1932,0.9943000000000001,11,0.005699999999999999,1943,0.023399999999999997
SA,Barker,Cambrai,Cambrai,No,65,0.2851,163,0.7149,228,1.0,0,0.0,228,0.0027
SA,Barker,Carpenter Rocks,Carpenter Rocks,No,69,0.3613,122,0.6386999999999999,191,0.9895999999999999,2,0.0104,193,0.0023
SA,Barker,Compton,Compton,No,105,0.2991,246,0.7009000000000001,351,0.9943000000000001,2,0.005699999999999999,353,0.0042
SA,Barker,Coomandook,Coomandook,No,57,0.2767,149,0.7232999999999999,206,1.0,0,0.0,206,0.0025
SA,Barker,Coonalpyn,Coonalpyn,No,83,0.2427,259,0.7573000000000001,342,0.9971,1,0.0029,343,0.0040999999999999995
SA,Barker,Coonawarra,Coonawarra,No,72,0.33640000000000003,142,0.6636,214,1.0,0,0.0,214,0.0026
SA,Barker,Currency Creek,Currency Creek,No,104,0.3421,200,0.6579,304,0.9902,3,0.0098,307,0.0037
SA,Barker,Delamere,Delamere,No,83,0.3347,165,0.6653,248,0.992,2,0.008,250,0.003
SA,Barker,Frances,Frances,No,31,0.2403,98,0.7597,129,1.0,0,0.0,129,0.0016
SA,Barker,Furner,Furner,No,29,0.2231,101,0.7768999999999999,130,0.9924,1,0.0076,131,0.0016
SA,Barker,Geranium,Geranium,No,24,0.1739,114,0.8261,138,0.9928,1,0.0072,139,0.0017000000000000001
SA,Barker,Glenburnie,Glenburnie,No,47,0.23379999999999998,154,0.7662,201,0.995,1,0.005,202,0.0024
SA,Barker,Glencoe,Glencoe,No,111,0.2846,279,0.7154,390,0.9773999999999999,9,0.0226,399,0.0048
SA,Barker,Goolwa,Goolwa,No,1031,0.3741,1725,0.6259,2756,0.9928,20,0.0072,2776,0.0334
SA,Barker,Gosse,Gosse,No,25,0.3676,43,0.6324000000000001,68,1.0,0,0.0,68,0.0008
SA,Barker,Greenways,Greenways,No,26,0.2989,61,0.7011,87,0.9775,2,0.0225,89,0.0011
SA,Barker,Hindmarsh Island,Hindmarsh Island,No,87,0.3799,142,0.6201,229,0.9871,3,0.0129,232,0.0028000000000000004
SA,Barker,Hindmarsh Valley,Hindmarsh Valley,No,56,0.3256,116,0.6744,172,0.9884999999999999,2,0.0115,174,0.0021
SA,Barker,Hope Forest,Hope Forest,No,84,0.47729999999999995,92,0.5227,176,1.0,0,0.0,176,0.0021
SA,Barker,Hynam,Hynam,No,45,0.3169,97,0.6831,142,0.993,1,0.006999999999999999,143,0.0017000000000000001
SA,Barker,Inman Valley,Inman Valley,No,64,0.3575,115,0.6425,179,0.9944,1,0.005600000000000001,180,0.0022
SA,Barker,Jervois,Jervois,No,38,0.25329999999999997,112,0.7467,150,0.9934000000000001,1,0.0066,151,0.0018
SA,Barker,Kalangadoo,Kalangadoo,No,84,0.2545,246,0.7454999999999999,330,0.988,4,0.012,334,0.004
SA,Barker,Karoonda,Karoonda,No,103,0.2173,371,0.7827,474,0.9875,6,0.0125,480,0.0058
SA,Barker,Keith,Keith,No,307,0.2924,743,0.7076,1050,0.9924,8,0.0076,1058,0.0127
SA,Barker,Keyneton,Keyneton,No,51,0.3493,95,0.6507,146,1.0,0,0.0,146,0.0018
SA,Barker,Kingscote,Kingscote,No,420,0.30219999999999997,970,0.6978,1390,0.9943000000000001,8,0.005699999999999999,1398,0.0168
SA,Barker,Kingston,Kingston,No,403,0.301,936,0.6990000000000001,1339,0.9853000000000001,20,0.0147,1359,0.016399999999999998
SA,Barker,Kongorong,Kongorong,No,74,0.2879,183,0.7121,257,0.9884999999999999,3,0.0115,260,0.0031
SA,Barker,Kybybolite,Kybybolite,No,24,0.2927,58,0.7073,82,0.9534999999999999,4,0.04650000000000001,86,0.001
SA,Barker,Lameroo,Lameroo,No,149,0.2899,365,0.7101000000000001,514,0.9942,3,0.0058,517,0.0062
SA,Barker,Lucindale,Lucindale,No,183,0.3553,332,0.6446999999999999,515,0.9923000000000001,4,0.0077,519,0.0062
SA,Barker,Mannum,Mannum,No,491,0.2814,1254,0.7186,1745,0.9892,19,0.0108,1764,0.0212
SA,Barker,Meningie,Meningie,No,237,0.2759,622,0.7241,859,0.9895999999999999,9,0.0104,868,0.0104
SA,Barker,Middleton,Middleton,No,212,0.38689999999999997,336,0.6131,548,0.9928,4,0.0072,552,0.0066
SA,Barker,Milang,Milang,No,167,0.3181,358,0.6819,525,0.9906,5,0.009399999999999999,530,0.0064
SA,Barker,Mil Lel,Mil Lel,No,62,0.3085,139,0.6915,201,0.9853000000000001,3,0.0147,204,0.0025
SA,Barker,Millicent,Millicent,No,802,0.3204,1701,0.6796,2503,0.9909,23,0.0091,2526,0.0304
SA,Barker,Millicent South,Millicent South,No,259,0.3262,535,0.6738,794,0.9887999999999999,9,0.011200000000000002,803,0.0097
SA,Barker,Moorak,Moorak,No,120,0.3053,273,0.6947,393,1.0,0,0.0,393,0.004699999999999999
SA,Barker,Mount Burr,Mount Burr,No,96,0.2954,229,0.7045999999999999,325,0.9848,5,0.0152,330,0.004
SA,Barker,Mount Compass,Mount Compass,No,306,0.37270000000000003,515,0.6273,821,0.9843999999999999,13,0.015600000000000001,834,0.01
SA,Barker,Mount Gambier,Mount Gambier,No,1202,0.3669,2074,0.6331,3276,0.9906,31,0.009399999999999999,3307,0.0398
SA,Barker,Mount Gambier East,Mount Gambier East,No,981,0.3196,2088,0.6804000000000001,3069,0.9913,27,0.0087,3096,0.0373
SA,Barker,Mount Gambier North,Mount Gambier North,No,610,0.294,1465,0.706,2075,0.9919,17,0.008100000000000001,2092,0.0252
SA,Barker,Mount Gambier Park,Mount Gambier Park,No,793,0.37200000000000005,1339,0.628,2132,0.9915999999999999,18,0.0084,2150,0.0259
SA,Barker,Mount Gambier West,Mount Gambier West,No,1035,0.3326,2077,0.6674,3112,0.9939,19,0.0060999999999999995,3131,0.0377
SA,Barker,Mundulla,Mundulla,No,105,0.307,237,0.693,342,0.9971,1,0.0029,343,0.0040999999999999995
SA,Barker,Murray Bridge,Murray Bridge,No,704,0.31679999999999997,1518,0.6831999999999999,2222,0.9889,25,0.0111,2247,0.027000000000000003
SA,Barker,Murray Bridge East,Murray Bridge East,No,356,0.2887,877,0.7112999999999999,1233,0.9895999999999999,13,0.0104,1246,0.015
SA,Barker,Murray Bridge South,Murray Bridge South,No,889,0.3086,1992,0.6914,2881,0.99,29,0.01,2910,0.035
SA,Barker,Murray Bridge West,Murray Bridge West,No,636,0.29960000000000003,1487,0.7004,2123,0.9887999999999999,24,0.011200000000000002,2147,0.0258
SA,Barker,Mypolonga,Mypolonga,No,96,0.284,242,0.716,338,0.9883,4,0.011699999999999999,342,0.0040999999999999995
SA,Barker,Myponga,Myponga,No,150,0.3676,258,0.6324000000000001,408,0.9784,9,0.0216,417,0.005
SA,Barker,Nangula,Nangula,No,43,0.259,123,0.741,166,1.0,0,0.0,166,0.002
SA,Barker,Nangwarry,Nangwarry,No,119,0.342,229,0.6579999999999999,348,0.9748,9,0.0252,357,0.0043
SA,Barker,Naracoorte,Naracoorte,No,649,0.30210000000000004,1499,0.6979000000000001,2148,0.9926,16,0.0074,2164,0.026000000000000002
SA,Barker,Naracoorte South,Naracoorte South,No,527,0.3404,1021,0.6596,1548,0.9961,6,0.0039000000000000003,1554,0.0187
SA,Barker,Narrung,Narrung,No,31,0.3039,71,0.6960999999999999,102,1.0,0,0.0,102,0.0012
SA,Barker,Nildottie,Nildottie,No,39,0.25489999999999996,114,0.7451000000000001,153,0.9808,3,0.0192,156,0.0019
SA,Barker,O B Flat,O B Flat,No,42,0.28190000000000004,107,0.7181000000000001,149,0.9868000000000001,2,0.0132,151,0.0018
SA,Barker,Padthaway,Padthaway,No,87,0.2493,262,0.7506999999999999,349,1.0,0,0.0,349,0.0042
SA,Barker,Parawa,Parawa,No,43,0.3981,65,0.6019,108,0.9818000000000001,2,0.0182,110,0.0013
SA,Barker,Parilla,Parilla,No,25,0.21739999999999998,90,0.7826000000000001,115,1.0,0,0.0,115,0.0014000000000000002
SA,Barker,Parndana,Parndana,No,89,0.2987,209,0.7012999999999999,298,0.9933,2,0.0067,300,0.0036
SA,Barker,Peake,Peake,No,13,0.0833,143,0.9167000000000001,156,0.9873000000000001,2,0.0127,158,0.0019
SA,Barker,Penneshaw,Penneshaw,No,115,0.40490000000000004,169,0.5951,284,0.9895,3,0.0105,287,0.0034999999999999996
SA,Barker,Penola,Penola,No,375,0.3267,773,0.6733,1148,0.9922,9,0.0078000000000000005,1157,0.0139
SA,Barker,Pinnaroo,Pinnaroo,No,147,0.3155,319,0.6845,466,0.9852,7,0.0148,473,0.005699999999999999
SA,Barker,Ponde,Ponde,No,34,0.1977,138,0.8023,172,0.9884999999999999,2,0.0115,174,0.0021
SA,Barker,Port Elliot,Port Elliot,No,440,0.3968,669,0.6032,1109,0.9902,11,0.0098,1120,0.013500000000000002
SA,Barker,Port MacDonnell,Port MacDonnell,No,192,0.2584,551,0.7415999999999999,743,0.9893000000000001,8,0.010700000000000001,751,0.009000000000000001
SA,Barker,Purnong,Purnong,No,27,0.2195,96,0.7805,123,0.9840000000000001,2,0.016,125,0.0015
SA,Barker,Rendelsham,Rendelsham,No,42,0.253,124,0.747,166,1.0,0,0.0,166,0.002
SA,Barker,Robe,Robe,No,276,0.3325,554,0.6675,830,0.9915999999999999,7,0.0084,837,0.0101
SA,Barker,Salt Creek,Salt Creek,Yes,26,0.52,24,0.48,50,1.0,0,0.0,50,0.0006
SA,Barker,Second Valley,Second Valley,No,43,0.44789999999999996,53,0.5521,96,1.0,0,0.0,96,0.0012
SA,Barker,Sedan,Sedan,No,43,0.2622,121,0.7378,164,0.9939,1,0.0060999999999999995,165,0.002
SA,Barker,Southend,Southend,No,57,0.322,120,0.6779999999999999,177,0.9887999999999999,2,0.011200000000000002,179,0.0022
SA,Barker,Suttontown,Suttontown,No,179,0.2672,491,0.7328,670,0.9954999999999999,3,0.0045000000000000005,673,0.008100000000000001
SA,Barker,Swan Reach,Swan Reach,No,87,0.3973,132,0.6027,219,0.991,2,0.009000000000000001,221,0.0027
SA,Barker,Tailem Bend,Tailem Bend,No,390,0.3066,882,0.6934,1272,0.9891,14,0.0109,1286,0.0155
SA,Barker,Tantanoola,Tantanoola,No,96,0.35960000000000003,171,0.6404000000000001,267,0.9852,4,0.0148,271,0.0033
SA,Barker,Tarpeena,Tarpeena,No,115,0.3286,235,0.6714,350,0.9777,8,0.0223,358,0.0043
SA,Barker,Tintinara,Tintinara,No,122,0.2612,345,0.7387999999999999,467,0.9979,1,0.0021,468,0.005600000000000001
SA,Barker,Victor Harbor,Victor Harbor,No,1279,0.3716,2163,0.6284000000000001,3442,0.9876999999999999,43,0.0123,3485,0.04190000000000001
SA,Barker,Victor Harbor East,Victor Harbor East,No,428,0.3408,828,0.6592,1256,0.9898,13,0.0102,1269,0.015300000000000001
SA,Barker,Victor Harbor South,Victor Harbor South,No,514,0.3552,933,0.6448,1447,0.9945,8,0.0055000000000000005,1455,0.0175
SA,Barker,Walker Flat,Walker Flat,No,37,0.2721,99,0.7279000000000001,136,0.9926999999999999,1,0.0073,137,0.0016
SA,Barker,Wanbi,Wanbi,No,13,0.19699999999999998,53,0.8029999999999999,66,1.0,0,0.0,66,0.0008
SA,Barker,Wellington West,Wellington West,No,43,0.2263,147,0.7737,190,0.9948,1,0.0052,191,0.0023
SA,Barker,Western Flat,Western Flat,No,27,0.2842,68,0.7158,95,0.9793999999999999,2,0.0206,97,0.0012
SA,Barker,Willalooka,Willalooka,No,56,0.3544,102,0.6456000000000001,158,0.9937,1,0.0063,159,0.0019
SA,Barker,Wolseley,Wolseley,No,30,0.21739999999999998,108,0.7826000000000001,138,1.0,0,0.0,138,0.0017000000000000001
SA,Barker,Woods Point,Woods Point,No,34,0.24109999999999998,107,0.7589,141,0.993,1,0.006999999999999999,142,0.0017000000000000001
SA,Barker,Yahl,Yahl,No,98,0.3091,219,0.6909000000000001,317,0.9906,3,0.009399999999999999,320,0.0039000000000000003
SA,Barker,Yankalilla,Yankalilla,No,479,0.3525,880,0.6475,1359,0.9971,4,0.0029,1363,0.016399999999999998
SA,Barker,Special Hospitals,Special Hospitals,No,165,0.2797,425,0.7203,590,0.9736,16,0.0264,606,0.0073
SA,Barker,Total Ordinary,Total Ordinary,No,23002,0.3204,48787,0.6796,71789,0.9909,661,0.0091,72450,0.8719
SA,Barker,ABSENT,ABSENT,No,1849,0.3958,2823,0.6042000000000001,4672,0.9945,26,0.0055000000000000005,4698,0.0565
SA,Barker,POSTAL,POSTAL,No,803,0.2611,2272,0.7389,3075,0.9926,23,0.0074,3098,0.0373
SA,Barker,PRE_POLL,PRE_POLL,No,986,0.3741,1650,0.6259,2636,0.9936,17,0.0064,2653,0.0319
SA,Barker,PROVISIONAL,PROVISIONAL,No,69,0.3594,123,0.6406000000000001,192,1.0,0,0.0,192,0.0023
SA,Barker,Division Summary,Division Summary,No,26709,0.3243,55655,0.6757,82364,0.9913,727,0.0087,83091,0.9656999999999999
NSW,Barton,Allawah South,Allawah South,Yes,589,0.5404,501,0.4596,1090,0.9854999999999999,16,0.014499999999999999,1106,0.0139
NSW,Barton,Arncliffe,Arncliffe,Yes,657,0.5568,523,0.4432,1180,0.9891,13,0.0109,1193,0.015
NSW,Barton,Arncliffe East,Arncliffe East,Yes,570,0.5455,475,0.4545,1045,0.9784999999999999,23,0.0215,1068,0.0134
NSW,Barton,Athelstane,Athelstane,Yes,1744,0.5794,1266,0.42060000000000003,3010,0.9853000000000001,45,0.0147,3055,0.0384
NSW,Barton,Bald Face,Bald Face,No,724,0.49420000000000003,741,0.5058,1465,0.9912000000000001,13,0.0088,1478,0.018600000000000002
NSW,Barton,Banksia,Banksia,Yes,1040,0.5590999999999999,820,0.4409,1860,0.9789,40,0.021099999999999997,1900,0.0239
NSW,Barton,Bell Park,Bell Park,Yes,395,0.5440999999999999,331,0.4559,726,0.9878,9,0.012199999999999999,735,0.0092
NSW,Barton,Bexley,Bexley,Yes,1332,0.5265,1198,0.47350000000000003,2530,0.9814,48,0.018600000000000002,2578,0.032400000000000005
NSW,Barton,Bexley Central,Bexley Central,Yes,462,0.5372,398,0.4628,860,0.9851000000000001,13,0.0149,873,0.011000000000000001
NSW,Barton,Bexley East,Bexley East,Yes,216,0.6315999999999999,126,0.36840000000000006,342,0.9884000000000001,4,0.0116,346,0.0044
NSW,Barton,Blakehurst,Blakehurst,No,425,0.4841,453,0.5159,878,0.991,8,0.009000000000000001,886,0.0111
NSW,Barton,Bona Park,Bona Park,No,330,0.4388,422,0.5611999999999999,752,0.9947,4,0.0053,756,0.0095
NSW,Barton,Brighton-Le-Sands,Brighton-Le-Sands,Yes,1378,0.5477000000000001,1138,0.4523,2516,0.9898,26,0.0102,2542,0.032
NSW,Barton,Brighton North,Brighton North,No,656,0.4806,709,0.5194,1365,0.9906,13,0.009399999999999999,1378,0.0173
NSW,Barton,Carlton,Carlton,Yes,1159,0.5632,899,0.4368,2058,0.9884999999999999,24,0.0115,2082,0.0262
NSW,Barton,Carlton North,Carlton North,Yes,665,0.5433,559,0.4567,1224,0.9895,13,0.0105,1237,0.015600000000000001
NSW,Barton,Carss Park,Carss Park,No,458,0.47909999999999997,498,0.5209,956,0.9886,11,0.011399999999999999,967,0.012199999999999999
NSW,Barton,Clareville Park,Clareville Park,No,1028,0.435,1335,0.565,2363,0.9929000000000001,17,0.0070999999999999995,2380,0.029900000000000003
NSW,Barton,Connells Point,Connells Point,No,1435,0.4988,1442,0.5012,2877,0.9924,22,0.0076,2899,0.0365
NSW,Barton,Hurstville Central,Hurstville Central,Yes,787,0.5424,664,0.4576,1451,0.9876999999999999,18,0.0123,1469,0.018500000000000003
NSW,Barton,Hurstville Grove,Hurstville Grove,Yes,1241,0.5279,1110,0.4721,2351,0.9906999999999999,22,0.009300000000000001,2373,0.0298
NSW,Barton,Hurstville South,Hurstville South,No,177,0.455,212,0.545,389,0.9948999999999999,2,0.0051,391,0.0049
NSW,Barton,Jubilee,Jubilee,Yes,1678,0.5453,1399,0.4547,3077,0.9878,38,0.012199999999999999,3115,0.0392
NSW,Barton,Kogarah,Kogarah,Yes,566,0.5729,422,0.42710000000000004,988,0.995,5,0.005,993,0.0125
NSW,Barton,Kogarah Bay,Kogarah Bay,No,484,0.45280000000000004,585,0.5472,1069,0.9889,12,0.0111,1081,0.013600000000000001
NSW,Barton,Kogarah Central,Kogarah Central,Yes,842,0.5984,565,0.40159999999999996,1407,0.9936,9,0.0064,1416,0.0178
NSW,Barton,Kyeemagh,Kyeemagh,No,483,0.4694,546,0.5306000000000001,1029,0.9865999999999999,14,0.0134,1043,0.0131
NSW,Barton,Monterey,Monterey,Yes,1147,0.5091,1106,0.49090000000000006,2253,0.9908,21,0.0092,2274,0.0286
NSW,Barton,Moorefield,Moorefield,No,432,0.4758,476,0.5242,908,0.987,12,0.013000000000000001,920,0.0116
NSW,Barton,Mortdale East,Mortdale East,Yes,560,0.5176,522,0.4824,1082,0.9918,9,0.008199999999999999,1091,0.0137
NSW,Barton,Oatley,Oatley (Barton),Yes,1185,0.509,1143,0.491,2328,0.9936,15,0.0064,2343,0.029500000000000002
NSW,Barton,Ramsgate North,Ramsgate North,No,881,0.45039999999999997,1075,0.5496,1956,0.9909,18,0.0091,1974,0.0248
NSW,Barton,Rockdale,Rockdale,Yes,1005,0.5615,785,0.4385,1790,0.983,31,0.017,1821,0.0229
NSW,Barton,Rockdale Central,Rockdale Central,Yes,941,0.5565,750,0.4435,1691,0.986,24,0.013999999999999999,1715,0.0216
NSW,Barton,Rockdale Park,Rockdale Park,Yes,509,0.5246999999999999,461,0.4753,970,0.9788,21,0.0212,991,0.0125
NSW,Barton,Rockdale West,Rockdale West,Yes,1030,0.5493,845,0.4507,1875,0.9791,40,0.0209,1915,0.0241
NSW,Barton,St Cuthbert's,St Cuthbert's,Yes,974,0.5025999999999999,964,0.4974,1938,0.9893000000000001,21,0.010700000000000001,1959,0.0246
NSW,Barton,St George Hospital,St George Hospital,Yes,95,0.5556,76,0.44439999999999996,171,0.9771,4,0.0229,175,0.0022
NSW,Barton,Sans Souci,Sans Souci,No,1094,0.4941,1120,0.5059,2214,0.9843999999999999,35,0.015600000000000001,2249,0.028300000000000002
NSW,Barton,Sans Souci North,Sans Souci North,No,992,0.4603,1163,0.5397,2155,0.9908,20,0.0092,2175,0.0274
NSW,Barton,South Haven,South Haven,Yes,394,0.5232,359,0.4768,753,0.9792000000000001,16,0.0208,769,0.0097
NSW,Barton,Sydney,Sydney (Barton),Yes,115,0.6354,66,0.36460000000000004,181,0.9837,3,0.0163,184,0.0023
NSW,Barton,The Mall,The Mall,No,399,0.4399,508,0.5600999999999999,907,0.9967,3,0.0033,910,0.011399999999999999
NSW,Barton,Turrella,Turrella,Yes,587,0.5688,445,0.43119999999999997,1032,0.9801000000000001,21,0.0199,1053,0.0132
NSW,Barton,Special Hospitals,Special Hospitals,No,109,0.27390000000000003,289,0.7261,398,0.9876,5,0.0124,403,0.0051
NSW,Barton,Total Ordinary,Total Ordinary,Yes,34889,0.5207,32117,0.4793,67006,0.9879000000000001,822,0.0121,67828,0.8531
NSW,Barton,ABSENT,ABSENT,Yes,2680,0.5516,2179,0.4484,4859,0.9943000000000001,28,0.005699999999999999,4887,0.061500000000000006
NSW,Barton,POSTAL,POSTAL,No,788,0.3527,1446,0.6473,2234,0.9964,8,0.0036,2242,0.0282
NSW,Barton,PRE_POLL,PRE_POLL,Yes,2065,0.5106,1979,0.4894,4044,0.9945999999999999,22,0.0054,4066,0.051100000000000007
NSW,Barton,PROVISIONAL,PROVISIONAL,Yes,269,0.5628,209,0.4372,478,0.9856,7,0.0144,485,0.0060999999999999995
NSW,Barton,Division Summary,Division Summary,Yes,40691,0.5176,37930,0.4824,78621,0.9887999999999999,887,0.011200000000000002,79508,0.9483
TAS,Bass,Blessington Upper,Blessington Upper,No,8,0.1,72,0.9,80,0.9876999999999999,1,0.0123,81,0.0013
TAS,Bass,Branxholm,Branxholm,No,60,0.2575,173,0.7425,233,1.0,0,0.0,233,0.0037
TAS,Bass,Bridport,Bridport,No,366,0.3336,731,0.6664,1097,0.9892,12,0.0108,1109,0.0177
TAS,Bass,Cape Barren Island,Cape Barren Island,No,8,0.2759,21,0.7241,29,0.9667,1,0.0333,30,0.0005
TAS,Bass,Cosgrove Park,Cosgrove Park,No,104,0.3095,232,0.6905,336,0.9882,4,0.0118,340,0.0054
TAS,Bass,Derby,Derby,No,40,0.2703,108,0.7297,148,0.9867,2,0.013300000000000001,150,0.0024
TAS,Bass,Dilston,Dilston,No,296,0.44179999999999997,374,0.5582,670,0.9941,4,0.0059,674,0.0108
TAS,Bass,Elphin,Elphin,No,208,0.3895,326,0.6104999999999999,534,0.9926,4,0.0074,538,0.0086
TAS,Bass,Emita,Emita,No,23,0.4792,25,0.5207999999999999,48,0.9795999999999999,1,0.0204,49,0.0008
TAS,Bass,Franklin Village,Franklin Village,No,64,0.3153,139,0.6847,203,0.9854,3,0.0146,206,0.0033
TAS,Bass,General Hospital,General Hospital,No,191,0.43119999999999997,252,0.5688,443,0.9933,3,0.0067,446,0.0070999999999999995
TAS,Bass,George Town,George Town,No,631,0.2957,1503,0.7043,2134,0.9861,30,0.0139,2164,0.0346
TAS,Bass,George Town South,George Town South,No,269,0.3128,591,0.6872,860,0.9851000000000001,13,0.0149,873,0.0139
TAS,Bass,Gladstone,Gladstone,No,30,0.23440000000000003,98,0.7656000000000001,128,0.9922,1,0.0078000000000000005,129,0.0021
TAS,Bass,Hillwood,Hillwood,No,133,0.32280000000000003,279,0.6772,412,0.9952,2,0.0048,414,0.0066
TAS,Bass,Inveresk,Inveresk,No,358,0.36090000000000005,634,0.6391,992,0.9832,17,0.0168,1009,0.0161
TAS,Bass,Invermay,Invermay,No,492,0.38020000000000004,802,0.6198,1294,0.9878,16,0.012199999999999999,1310,0.0209
TAS,Bass,Karoola,Karoola,No,69,0.2664,190,0.7336,259,0.9884999999999999,3,0.0115,262,0.0042
TAS,Bass,Kings Meadows,Kings Meadows,No,581,0.3432,1112,0.6568,1693,0.9832,29,0.0168,1722,0.0275
TAS,Bass,Lady Barron,Lady Barron,No,52,0.3467,98,0.6533,150,0.9934000000000001,1,0.0066,151,0.0024
TAS,Bass,Launceston,Launceston,Yes,362,0.5595,285,0.44049999999999995,647,0.9939,4,0.0060999999999999995,651,0.0104
TAS,Bass,Launceston Central,Launceston Central,No,421,0.45659999999999995,501,0.5434,922,0.9914000000000001,8,0.0086,930,0.0149
TAS,Bass,Launceston East,Launceston East,Yes,798,0.5485,657,0.4515,1455,0.9932,10,0.0068000000000000005,1465,0.023399999999999997
TAS,Bass,Launceston South,Launceston South,No,634,0.3635,1110,0.6365,1744,0.9875,22,0.0125,1766,0.0282
TAS,Bass,Launceston West,Launceston West,No,837,0.46840000000000004,950,0.5316,1787,0.9922,14,0.0078000000000000005,1801,0.0288
TAS,Bass,Lebrina,Lebrina,No,68,0.2894,167,0.7106,235,0.9915999999999999,2,0.0084,237,0.0038
TAS,Bass,Legana,Legana (Bass),No,544,0.4194,753,0.5806,1297,0.9939,8,0.0060999999999999995,1305,0.0209
TAS,Bass,Lilydale,Lilydale,No,241,0.35810000000000003,432,0.6419,673,0.9897,7,0.0103,680,0.0109
TAS,Bass,Mowbray,Mowbray,No,432,0.2921,1047,0.7079000000000001,1479,0.9867,20,0.013300000000000001,1499,0.024
TAS,Bass,Myrtle Park,Myrtle Park,No,14,0.2414,44,0.7585999999999999,58,1.0,0,0.0,58,0.0009
TAS,Bass,Nabowla,Nabowla,No,11,0.1618,57,0.8382,68,0.9854999999999999,1,0.014499999999999999,69,0.0011
TAS,Bass,Newstead,Newstead,No,665,0.3833,1070,0.6167,1735,0.9931,12,0.0069,1747,0.0279
TAS,Bass,Norwood,Norwood,No,1017,0.4111,1457,0.5889,2474,0.9956,11,0.0044,2485,0.0397
TAS,Bass,Nunamara,Nunamara,No,83,0.34729999999999994,156,0.6527,239,0.9876,3,0.0124,242,0.0039000000000000003
TAS,Bass,Ockerby Gardens,Ockerby Gardens,No,436,0.425,590,0.575,1026,0.9903,10,0.0097,1036,0.0166
TAS,Bass,Pioneer,Pioneer,No,7,0.0986,64,0.9014,71,1.0,0,0.0,71,0.0011
TAS,Bass,Pipers River,Pipers River,No,86,0.3139,188,0.6861,274,0.9892,3,0.0108,277,0.0044
TAS,Bass,Prospect,Prospect,No,598,0.36310000000000003,1049,0.6369,1647,0.9915999999999999,14,0.0084,1661,0.0265
TAS,Bass,Prospect Vale,Prospect Vale,No,378,0.36950000000000005,645,0.6305,1023,0.9922,8,0.0078000000000000005,1031,0.0165
