state,electorate,polling_place,polling_place_raw,yes_or_no,yes_n,yes_p,no_n,no_p,formal_n,formal_p,informal_n,informal_p,total_n,total_p
NSW,Mackellar,Wheeler Heights,Wheeler Heights,No,984,0.47130000000000005,1104,0.5287,2088,0.9919,17,0.008100000000000001,2105,0.026600000000000002
NSW,Mackellar,Special Hospitals,Special Hospitals,No,336,0.308,755,0.6920000000000001,1091,0.9873000000000001,14,0.0127,1105,0.013999999999999999
NSW,Mackellar,Total Ordinary,Total Ordinary,No,32595,0.496,33118,0.504,65713,0.992,527,0.008,66240,0.8369
NSW,Mackellar,ABSENT,ABSENT,Yes,3043,0.5323,2674,0.4677,5717,0.9948,30,0.0052,5747,0.0726
NSW,Mackellar,POSTAL,POSTAL,No,844,0.3564,1524,0.6436,2368,0.9945,13,0.0055000000000000005,2381,0.0301
NSW,Mackellar,PRE_POLL,PRE_POLL,No,2208,0.4889,2308,0.5111,4516,0.9952,22,0.0048,4538,0.057300000000000004
NSW,Mackellar,PROVISIONAL,PROVISIONAL,Yes,141,0.5709000000000001,106,0.4291,247,1.0,0,0.0,247,0.0031
NSW,Mackellar,Division Summary,Division Summary,No,38831,0.4943,39730,0.5057,78561,0.9925,592,0.0075,79153,0.9488
NSW,Macquarie,Blackheath,Blackheath,No,1116,0.4808,1205,0.5192,2321,0.9906,22,0.009399999999999999,2343,0.0292
NSW,Macquarie,Blaxland,Blaxland (Macquarie),Yes,490,0.5568,390,0.4432,880,0.9954999999999999,4,0.0045000000000000005,884,0.011000000000000001
NSW,Macquarie,Blaxland East,Blaxland East,Yes,1583,0.5256000000000001,1429,0.4744,3012,0.9967,10,0.0033,3022,0.0377
NSW,Macquarie,Bligh Park,Bligh Park,No,1185,0.3829,1910,0.6171,3095,0.9904000000000001,30,0.0096,3125,0.039
NSW,Macquarie,Bligh Park East,Bligh Park East,No,339,0.3835,545,0.6164999999999999,884,0.991,8,0.009000000000000001,892,0.0111
NSW,Macquarie,Bullaburra,Bullaburra,Yes,337,0.5664,258,0.4336,595,0.9867,8,0.013300000000000001,603,0.0075
NSW,Macquarie,Castlereagh,Castlereagh (Macquarie),No,105,0.35,195,0.65,300,0.9934000000000001,2,0.0066,302,0.0038
NSW,Macquarie,Colo Heights,Colo Heights,No,56,0.3544,102,0.6456000000000001,158,0.9937,1,0.0063,159,0.002
NSW,Macquarie,Comleroy Road,Comleroy Road,No,292,0.3967,444,0.6033,736,0.9879000000000001,9,0.0121,745,0.009300000000000001
NSW,Macquarie,Ebenezer,Ebenezer,No,262,0.3394,510,0.6606000000000001,772,0.9936,5,0.0064,777,0.0097
NSW,Macquarie,Faulconbridge,Faulconbridge,Yes,1181,0.5233,1076,0.4767,2257,0.993,16,0.006999999999999999,2273,0.028399999999999998
NSW,Macquarie,Freemans Reach,Freemans Reach,No,411,0.3325,825,0.6675,1236,0.9904000000000001,12,0.0096,1248,0.015600000000000001
NSW,Macquarie,Glossodia,Glossodia,No,444,0.32549999999999996,920,0.6745,1364,0.992,11,0.008,1375,0.0172
NSW,Macquarie,Grose View,Grose View,No,198,0.4371,255,0.5629,453,0.9956,2,0.0044,455,0.005699999999999999
NSW,Macquarie,Hazelbrook,Hazelbrook,Yes,1204,0.526,1085,0.474,2289,0.9918,19,0.008199999999999999,2308,0.0288
NSW,Macquarie,Hobartville,Hobartville,No,682,0.3749,1137,0.6251,1819,0.9897,19,0.0103,1838,0.0229
NSW,Macquarie,Katoomba,Katoomba,Yes,362,0.5665,277,0.4335,639,0.9876,8,0.0124,647,0.008100000000000001
NSW,Macquarie,Katoomba High,Katoomba High,Yes,306,0.5083,296,0.4917,602,0.9934000000000001,4,0.0066,606,0.0076
NSW,Macquarie,Katoomba Hospital,Katoomba Hospital,Yes,106,0.5668,81,0.43320000000000003,187,0.9947,1,0.0053,188,0.0023
NSW,Macquarie,Katoomba North,Katoomba North,No,521,0.4225,712,0.5775,1233,0.9895999999999999,13,0.0104,1246,0.015600000000000001
NSW,Macquarie,Katoomba Street,Katoomba Street,Yes,929,0.5553,744,0.4447,1673,0.987,22,0.013000000000000001,1695,0.0212
NSW,Macquarie,Kurmond,Kurmond,No,201,0.3472,378,0.6528,579,0.9914000000000001,5,0.0086,584,0.0073
NSW,Macquarie,Kurrajong,Kurrajong,No,776,0.4132,1102,0.5868,1878,0.9973000000000001,5,0.0027,1883,0.0235
NSW,Macquarie,Kurrajong East,Kurrajong East,No,157,0.33049999999999996,318,0.6695,475,0.9958,2,0.0042,477,0.006
NSW,Macquarie,Kurrajong Heights,Kurrajong Heights,No,188,0.4858,199,0.5142,387,0.9948999999999999,2,0.0051,389,0.0049
NSW,Macquarie,Lawson,Lawson,Yes,715,0.5025,708,0.4975,1423,0.993,10,0.006999999999999999,1433,0.0179
NSW,Macquarie,Leura,Leura,Yes,298,0.5183,277,0.4817,575,0.9829000000000001,10,0.0171,585,0.0073
NSW,Macquarie,Leura Central,Leura Central,Yes,857,0.5611999999999999,670,0.4388,1527,0.9895999999999999,16,0.0104,1543,0.019299999999999998
NSW,Macquarie,Londonderry,Londonderry (Macquarie),No,524,0.32530000000000003,1087,0.6747,1611,0.9804999999999999,32,0.0195,1643,0.020499999999999997
NSW,Macquarie,McGraths Hill,McGraths Hill,No,371,0.35979999999999995,660,0.6402,1031,0.9933,7,0.0067,1038,0.013000000000000001
NSW,Macquarie,Medlow Bath,Medlow Bath,No,174,0.4677,198,0.5323,372,0.9894,4,0.0106,376,0.004699999999999999
NSW,Macquarie,Mount Riverview,Mount Riverview,No,840,0.4841,895,0.5159,1735,0.9976999999999999,4,0.0023,1739,0.0217
NSW,Macquarie,Mount Victoria,Mount Victoria,No,225,0.4839,240,0.5161,465,0.9956999999999999,2,0.0043,467,0.0058
NSW,Macquarie,Mount Wilson,Mount Wilson,No,41,0.494,42,0.506,83,1.0,0,0.0,83,0.001
NSW,Macquarie,North Richmond,North Richmond,No,1019,0.3468,1919,0.6531999999999999,2938,0.9909,27,0.0091,2965,0.037000000000000005
NSW,Macquarie,RAAF Richmond,RAAF Richmond,No,58,0.3602,103,0.6397999999999999,161,0.9937999999999999,1,0.0062,162,0.002
NSW,Macquarie,Richmond,Richmond,No,835,0.3728,1405,0.6272,2240,0.9937999999999999,14,0.0062,2254,0.0281
NSW,Macquarie,Richmond High,Richmond High,No,199,0.3455,377,0.6545000000000001,576,0.9931,4,0.0069,580,0.0072
NSW,Macquarie,St Albans,St Albans,No,65,0.4924,67,0.5075999999999999,132,1.0,0,0.0,132,0.0016
NSW,Macquarie,Springwood,Springwood,Yes,1388,0.5152,1306,0.48479999999999995,2694,0.9915,23,0.0085,2717,0.0339
NSW,Macquarie,Springwood North,Springwood North,Yes,980,0.5158,920,0.4842,1900,0.9979,4,0.0021,1904,0.023799999999999998
NSW,Macquarie,Springwood South,Springwood South,Yes,692,0.5156000000000001,650,0.4844,1342,0.9926,10,0.0074,1352,0.0169
NSW,Macquarie,Sydney,Sydney (Macquarie),Yes,58,0.6444,32,0.3556,90,0.9677,3,0.0323,93,0.0012
NSW,Macquarie,Tennyson,Tennyson,No,65,0.2982,153,0.7018000000000001,218,0.9954000000000001,1,0.0046,219,0.0027
NSW,Macquarie,Valley Heights,Valley Heights,No,393,0.4882,412,0.5118,805,0.9951000000000001,4,0.0049,809,0.0101
NSW,Macquarie,Vineyard East,Vineyard East (Macquarie),No,59,0.2823,150,0.7177,209,0.9904999999999999,2,0.0095,211,0.0026
NSW,Macquarie,Warrimoo,Warrimoo,Yes,497,0.542,420,0.45799999999999996,917,0.9914000000000001,8,0.0086,925,0.0115
NSW,Macquarie,Wentworth Falls,Wentworth Falls,Yes,1381,0.52,1275,0.48,2656,0.9944,15,0.005600000000000001,2671,0.0333
NSW,Macquarie,Wilberforce,Wilberforce,No,557,0.32880000000000004,1137,0.6712,1694,0.9941,10,0.0059,1704,0.0213
NSW,Macquarie,Windsor,Windsor,No,668,0.38060000000000005,1087,0.6194,1755,0.9882,21,0.0118,1776,0.0222
NSW,Macquarie,Windsor South,Windsor South,No,625,0.3179,1341,0.6820999999999999,1966,0.9873999999999999,25,0.0126,1991,0.024900000000000002
NSW,Macquarie,Winmalee,Winmalee,No,1233,0.4363,1593,0.5637,2826,0.9951000000000001,14,0.0049,2840,0.0355
NSW,Macquarie,Woodford,Woodford,Yes,575,0.5492,472,0.4508,1047,0.9924,8,0.0076,1055,0.0132
NSW,Macquarie,Yarramundi,Yarramundi,No,72,0.36920000000000003,123,0.6308,195,1.0,0,0.0,195,0.0024
NSW,Macquarie,Special Hospitals,Special Hospitals,No,152,0.2884,375,0.7116,527,0.9981,1,0.0019,528,0.0066
NSW,Macquarie,Total Ordinary,Total Ordinary,No,29227,0.4429,36759,0.5571,65986,0.9921,523,0.0079,66509,0.8301999999999999
NSW,Macquarie,ABSENT,ABSENT,No,2700,0.4796,2930,0.5204,5630,0.9933,38,0.0067,5668,0.0708
NSW,Macquarie,POSTAL,POSTAL,No,809,0.35240000000000005,1487,0.6476000000000001,2296,0.997,7,0.003,2303,0.0287
NSW,Macquarie,PRE_POLL,PRE_POLL,No,2083,0.4117,2977,0.5882999999999999,5060,0.9951000000000001,25,0.0049,5085,0.0635
NSW,Macquarie,PROVISIONAL,PROVISIONAL,No,219,0.4056,321,0.5943999999999999,540,0.9926,4,0.0074,544,0.0068000000000000005
NSW,Macquarie,Division Summary,Division Summary,No,35038,0.4407,44474,0.5593,79512,0.9925,597,0.0075,80109,0.9567
SA,Makin,Banksia Park,Banksia Park,No,1046,0.45380000000000004,1259,0.5462,2305,0.9931,16,0.0069,2321,0.0275
SA,Makin,Enfield North,Enfield North (Makin),No,230,0.4291,306,0.5709000000000001,536,0.9963,2,0.0037,538,0.0064
SA,Makin,Fairview Park,Fairview Park,No,789,0.4359,1021,0.5640999999999999,1810,0.9945,10,0.0055000000000000005,1820,0.0216
SA,Makin,Golden Grove,Golden Grove,No,129,0.35729999999999995,232,0.6426999999999999,361,0.9863,5,0.0137,366,0.0043
SA,Makin,Golden Grove Central,Golden Grove Central,No,1050,0.45299999999999996,1268,0.547,2318,0.9926999999999999,17,0.0073,2335,0.0277
SA,Makin,Golden Grove East,Golden Grove East,No,825,0.4794,896,0.5206000000000001,1721,0.9936,11,0.0064,1732,0.020499999999999997
SA,Makin,Greenwith,Greenwith,No,1670,0.4366,2155,0.5634,3825,0.993,27,0.006999999999999999,3852,0.045599999999999995
SA,Makin,Holden Hill North,Holden Hill North,No,661,0.4372,851,0.5628,1512,0.9915,13,0.0085,1525,0.0181
SA,Makin,Hope Valley,Hope Valley,No,540,0.4255,729,0.5745,1269,0.9899,13,0.0101,1282,0.0152
SA,Makin,Ingle Farm,Ingle Farm,No,1515,0.3973,2298,0.6027,3813,0.9887999999999999,43,0.011200000000000002,3856,0.045700000000000005
SA,Makin,Ingle Farm North,Ingle Farm North,No,412,0.3822,666,0.6178,1078,0.9890000000000001,12,0.011000000000000001,1090,0.0129
SA,Makin,Modbury Central,Modbury Central,No,916,0.44229999999999997,1155,0.5577000000000001,2071,0.9928,15,0.0072,2086,0.024700000000000003
SA,Makin,Modbury Heights,Modbury Heights,No,1544,0.4288,2057,0.5711999999999999,3601,0.992,29,0.008,3630,0.043
SA,Makin,Modbury North,Modbury North,No,1103,0.4036,1630,0.5964,2733,0.9909,25,0.0091,2758,0.0327
SA,Makin,Modbury West,Modbury West,No,1405,0.4654,1614,0.5346,3019,0.9918,25,0.008199999999999999,3044,0.0361
SA,Makin,Para Hills,Para Hills,No,1406,0.36729999999999996,2422,0.6327,3828,0.9912000000000001,34,0.0088,3862,0.045700000000000005
SA,Makin,Para Hills East,Para Hills East,No,662,0.4179,922,0.5821000000000001,1584,0.9937,10,0.0063,1594,0.0189
SA,Makin,Para Hills West,Para Hills West,No,613,0.35090000000000005,1134,0.6491,1747,0.9898,18,0.0102,1765,0.0209
SA,Makin,Para Vista,Para Vista,No,1178,0.4018,1754,0.5982,2932,0.9919,24,0.008100000000000001,2956,0.035
SA,Makin,Pooraka,Pooraka,No,1689,0.44909999999999994,2072,0.5509000000000001,3761,0.9876999999999999,47,0.0123,3808,0.0451
SA,Makin,Redwood Park,Redwood Park,No,1024,0.4376,1316,0.5624,2340,0.9932,16,0.0068000000000000005,2356,0.0279
SA,Makin,Ridgehaven,Ridgehaven,No,1375,0.41009999999999996,1978,0.5899,3353,0.9904999999999999,32,0.0095,3385,0.0401
SA,Makin,St Agnes,St Agnes,No,1254,0.4296,1665,0.5704,2919,0.9925,22,0.0075,2941,0.0348
SA,Makin,St Agnes West,St Agnes West,No,603,0.37829999999999997,991,0.6217,1594,0.995,8,0.005,1602,0.019
SA,Makin,Salisbury East,Salisbury East,No,922,0.3504,1709,0.6496,2631,0.9876,33,0.0124,2664,0.0316
SA,Makin,Salisbury East Central,Salisbury East Central,No,834,0.377,1378,0.623,2212,0.9902,22,0.0098,2234,0.0265
SA,Makin,Salisbury Heights,Salisbury Heights (Makin),No,161,0.4171,225,0.5829,386,0.9822,7,0.0178,393,0.004699999999999999
SA,Makin,Surrey Downs,Surrey Downs,No,1039,0.41100000000000003,1489,0.589,2528,0.9948999999999999,13,0.0051,2541,0.0301
SA,Makin,Tea Tree Gully,Tea Tree Gully,No,710,0.4696,802,0.5304,1512,0.9921,12,0.0079,1524,0.0181
SA,Makin,Valley View,Valley View,No,638,0.4518,774,0.5482,1412,0.993,10,0.006999999999999999,1422,0.0168
SA,Makin,Wynn Vale,Wynn Vale,No,2135,0.4575,2532,0.5425,4667,0.9945,26,0.0055000000000000005,4693,0.0556
SA,Makin,Special Hospitals,Special Hospitals,No,79,0.3762,131,0.6238,210,1.0,0,0.0,210,0.0025
SA,Makin,Total Ordinary,Total Ordinary,No,30220,0.4215,41482,0.5785,71702,0.9917,598,0.0083,72300,0.8563
SA,Makin,ABSENT,ABSENT,No,2580,0.4181,3591,0.5819,6171,0.9915999999999999,52,0.0084,6223,0.0737
SA,Makin,POSTAL,POSTAL,No,664,0.2959,1580,0.7041,2244,0.9973000000000001,6,0.0027,2250,0.026600000000000002
SA,Makin,PRE_POLL,PRE_POLL,No,1345,0.40380000000000005,1986,0.5962,3331,0.9954999999999999,15,0.0045000000000000005,3346,0.039599999999999996
SA,Makin,PROVISIONAL,PROVISIONAL,No,114,0.3738,191,0.6262,305,0.9839,5,0.0161,310,0.0037
SA,Makin,Division Summary,Division Summary,No,34923,0.41700000000000004,48830,0.583,83753,0.992,676,0.008,84429,0.9676
VIC,Mallee,Apsley,Apsley,No,94,0.2618,265,0.7382,359,1.0,0,0.0,359,0.0046
VIC,Mallee,Berriwillock,Berriwillock,No,36,0.2368,116,0.7631999999999999,152,0.9934999999999999,1,0.006500000000000001,153,0.002
VIC,Mallee,Beulah,Beulah,No,90,0.2857,225,0.7143,315,1.0,0,0.0,315,0.004
VIC,Mallee,Beverford,Beverford,No,105,0.3231,220,0.6769,325,0.9939,2,0.0060999999999999995,327,0.0042
VIC,Mallee,Birchip,Birchip,No,153,0.2253,526,0.7746999999999999,679,0.9971,2,0.0029,681,0.0087
VIC,Mallee,Boundary Bend,Boundary Bend,No,26,0.2241,90,0.7759,116,1.0,0,0.0,116,0.0015
VIC,Mallee,Brim,Brim,No,23,0.12369999999999999,163,0.8763,186,1.0,0,0.0,186,0.0024
VIC,Mallee,Brimpaen,Brimpaen,No,11,0.1746,52,0.8254,63,1.0,0,0.0,63,0.0008
VIC,Mallee,Cabarita,Cabarita,No,161,0.33130000000000004,325,0.6687000000000001,486,0.9858,7,0.014199999999999999,493,0.0063
VIC,Mallee,Cardross,Cardross,No,172,0.366,298,0.634,470,0.9979,1,0.0021,471,0.006
VIC,Mallee,Charlton,Charlton,No,237,0.2607,672,0.7393000000000001,909,0.9934000000000001,6,0.0066,915,0.011699999999999999
VIC,Mallee,Culgoa,Culgoa,No,33,0.264,92,0.736,125,1.0,0,0.0,125,0.0016
VIC,Mallee,Cullulleraine,Cullulleraine,No,24,0.2791,62,0.7209,86,0.9773000000000001,2,0.0227,88,0.0011
VIC,Mallee,Dadswells Bridge,Dadswells Bridge,No,24,0.2609,68,0.7391,92,1.0,0,0.0,92,0.0012
VIC,Mallee,Dimboola,Dimboola,No,307,0.26530000000000004,850,0.7347,1157,0.9914000000000001,10,0.0086,1167,0.0149
VIC,Mallee,Donald,Donald,No,275,0.2325,908,0.7675,1183,0.9975,3,0.0025,1186,0.0151
VIC,Mallee,Dooen,Dooen,No,26,0.1745,123,0.8255,149,1.0,0,0.0,149,0.0019
VIC,Mallee,Douglas,Douglas,No,11,0.1642,56,0.8358,67,1.0,0,0.0,67,0.0009
VIC,Mallee,Edenhope,Edenhope,No,188,0.2257,645,0.7743000000000001,833,0.9964,3,0.0036,836,0.010700000000000001
VIC,Mallee,Gerang Gerung,Gerang Gerung,No,18,0.1856,79,0.8144,97,1.0,0,0.0,97,0.0012
VIC,Mallee,Goroke,Goroke,No,57,0.16010000000000002,299,0.8399,356,0.9861,5,0.0139,361,0.0046
VIC,Mallee,Harrow,Harrow,No,55,0.285,138,0.715,193,0.9948,1,0.0052,194,0.0025
VIC,Mallee,Haven,Haven,No,131,0.23600000000000002,424,0.764,555,0.9928,4,0.0072,559,0.0070999999999999995
VIC,Mallee,Hopetoun,Hopetoun,No,158,0.2561,459,0.7439,617,0.9904000000000001,6,0.0096,623,0.0079
VIC,Mallee,Horsham,Horsham,No,1012,0.2632,2833,0.7368000000000001,3845,0.9933,26,0.0067,3871,0.049400000000000006
VIC,Mallee,Horsham North,Horsham North,No,337,0.22440000000000002,1165,0.7756000000000001,1502,0.9901000000000001,15,0.009899999999999999,1517,0.019299999999999998
VIC,Mallee,Horsham West,Horsham West,No,494,0.26280000000000003,1386,0.7372,1880,0.9958,8,0.0042,1888,0.0241
VIC,Mallee,Irymple,Irymple,No,652,0.319,1392,0.6809999999999999,2044,0.9889,23,0.0111,2067,0.0264
VIC,Mallee,Jeparit,Jeparit,No,85,0.2157,309,0.7843000000000001,394,0.9975,1,0.0025,395,0.005
VIC,Mallee,Jung,Jung,No,28,0.3043,64,0.6957,92,1.0,0,0.0,92,0.0012
VIC,Mallee,Kaniva,Kaniva,No,134,0.17989999999999998,611,0.8201,745,0.9933,5,0.0067,750,0.0096
VIC,Mallee,Koorlong,Koorlong,No,94,0.3042,215,0.6958,309,0.9904000000000001,3,0.0096,312,0.004
VIC,Mallee,Laharum,Laharum,No,66,0.44299999999999995,83,0.557,149,1.0,0,0.0,149,0.0019
VIC,Mallee,Lake Boga,Lake Boga,No,220,0.2977,519,0.7023,739,0.9906,7,0.009399999999999999,746,0.0095
VIC,Mallee,Lascelles,Lascelles,No,14,0.23329999999999998,46,0.7667,60,1.0,0,0.0,60,0.0008
VIC,Mallee,Litchfield,Litchfield,No,19,0.2346,62,0.7654000000000001,81,0.9759,2,0.0241,83,0.0011
VIC,Mallee,Manangatang,Manangatang,No,77,0.2271,262,0.7729,339,0.9912000000000001,3,0.0088,342,0.0044
VIC,Mallee,Melbourne,Melbourne (Mallee),Yes,36,0.6102000000000001,23,0.3898,59,1.0,0,0.0,59,0.0008
VIC,Mallee,Merbein,Merbein,No,521,0.2874,1292,0.7126,1813,0.9923000000000001,14,0.0077,1827,0.0233
VIC,Mallee,Merbein South,Merbein South,No,54,0.3086,121,0.6914,175,0.9943000000000001,1,0.005699999999999999,176,0.0022
VIC,Mallee,Merbein West,Merbein West,No,48,0.2412,151,0.7587999999999999,199,0.9851000000000001,3,0.0149,202,0.0026
VIC,Mallee,Meringur,Meringur,No,20,0.2597,57,0.7403,77,1.0,0,0.0,77,0.001
VIC,Mallee,Mildura,Mildura,No,1438,0.30760000000000004,3237,0.6923999999999999,4675,0.9882,56,0.0118,4731,0.0603
VIC,Mallee,Mildura Base Hospital,Mildura Base Hospital,No,103,0.36920000000000003,176,0.6308,279,0.9964,1,0.0036,280,0.0036
VIC,Mallee,Mildura City Central,Mildura City Central,No,405,0.2963,962,0.7037,1367,0.9891,15,0.0109,1382,0.0176
VIC,Mallee,Mildura Deakin,Mildura Deakin,No,1065,0.34450000000000003,2026,0.6555,3091,0.9906999999999999,29,0.009300000000000001,3120,0.0398
VIC,Mallee,Mildura South,Mildura South,No,762,0.3721,1286,0.6279,2048,0.9922,16,0.0078000000000000005,2064,0.0263
VIC,Mallee,Mildura West,Mildura West,No,1033,0.3635,1809,0.6365,2842,0.9913,25,0.0087,2867,0.0366
VIC,Mallee,Minimay,Minimay,No,22,0.20370000000000002,86,0.7963,108,1.0,0,0.0,108,0.0014000000000000002
VIC,Mallee,Minyip,Minyip,No,86,0.16829999999999998,425,0.8317,511,1.0,0,0.0,511,0.006500000000000001
VIC,Mallee,Murra Warra,Murra Warra,No,19,0.1845,84,0.8155,103,0.9904000000000001,1,0.0096,104,0.0013
VIC,Mallee,Murrayville,Murrayville,No,64,0.18989999999999999,273,0.8101,337,0.997,1,0.003,338,0.0043
VIC,Mallee,Murtoa,Murtoa,No,216,0.31170000000000003,477,0.6883,693,0.99,7,0.01,700,0.0089
VIC,Mallee,Nandaly,Nandaly,No,20,0.2597,57,0.7403,77,1.0,0,0.0,77,0.001
VIC,Mallee,Nangiloc,Nangiloc,No,115,0.3423,221,0.6577,336,0.9941,2,0.0059,338,0.0043
VIC,Mallee,Natimuk,Natimuk,No,119,0.2361,385,0.7639,504,0.9902,5,0.0098,509,0.006500000000000001
VIC,Mallee,Netherby,Netherby,No,23,0.21899999999999997,82,0.7809999999999999,105,1.0,0,0.0,105,0.0013
VIC,Mallee,Nhill,Nhill,No,346,0.22190000000000001,1213,0.7781,1559,0.988,19,0.012,1578,0.020099999999999996
VIC,Mallee,Nichols Point,Nichols Point,No,317,0.39039999999999997,495,0.6096,812,0.9890000000000001,9,0.011000000000000001,821,0.0105
VIC,Mallee,Noradjuha,Noradjuha,No,16,0.16,84,0.84,100,0.9901000000000001,1,0.009899999999999999,101,0.0013
VIC,Mallee,Nullawil,Nullawil,No,35,0.3398,68,0.6602,103,0.9904000000000001,1,0.0096,104,0.0013
VIC,Mallee,Nyah,Nyah,No,97,0.2321,321,0.7679,418,0.9882,5,0.0118,423,0.0054
VIC,Mallee,Nyah West,Nyah West,No,115,0.23190000000000002,381,0.7681,496,0.9940000000000001,3,0.006,499,0.0064
VIC,Mallee,Ouyen,Ouyen,No,208,0.23850000000000002,664,0.7615000000000001,872,0.992,7,0.008,879,0.011200000000000002
VIC,Mallee,Patchewollock,Patchewollock,No,28,0.22579999999999997,96,0.7742,124,0.992,1,0.008,125,0.0016
VIC,Mallee,Piangil,Piangil,No,75,0.2322,248,0.7678,323,0.9908,3,0.0092,326,0.0042
VIC,Mallee,Pimpinio,Pimpinio,No,25,0.1938,104,0.8062,129,1.0,0,0.0,129,0.0016
VIC,Mallee,Quantong,Quantong,No,42,0.2165,152,0.7835,194,1.0,0,0.0,194,0.0025
VIC,Mallee,Rainbow,Rainbow,No,116,0.209,439,0.7909999999999999,555,0.9982,1,0.0018,556,0.0070999999999999995
VIC,Mallee,Red Cliffs,Red Cliffs,No,777,0.2961,1847,0.7039,2624,0.9928,19,0.0072,2643,0.0337
VIC,Mallee,Riverside,Riverside,No,35,0.2023,138,0.7977,173,1.0,0,0.0,173,0.0022
VIC,Mallee,Robinvale,Robinvale,No,527,0.31,1173,0.69,1700,0.9867,23,0.013300000000000001,1723,0.022000000000000002
VIC,Mallee,Rupanyup,Rupanyup,No,81,0.20980000000000001,305,0.7902,386,0.9923000000000001,3,0.0077,389,0.005
VIC,Mallee,St Arnaud,St Arnaud,No,567,0.2899,1389,0.7101000000000001,1956,0.9924,15,0.0076,1971,0.025099999999999997
VIC,Mallee,Sea Lake,Sea Lake,No,137,0.2505,410,0.7495,547,0.9909,5,0.0091,552,0.006999999999999999
VIC,Mallee,Serviceton,Serviceton,No,23,0.187,100,0.813,123,0.9840000000000001,2,0.016,125,0.0016
VIC,Mallee,Speed,Speed,No,26,0.1557,141,0.8443,167,0.9882,2,0.0118,169,0.0022
VIC,Mallee,Stuart Mill,Stuart Mill,No,14,0.1728,67,0.8271999999999999,81,1.0,0,0.0,81,0.001
VIC,Mallee,Sunnycliffs,Sunnycliffs,No,47,0.2901,115,0.7099,162,1.0,0,0.0,162,0.0021
VIC,Mallee,Swan Hill,Swan Hill,No,914,0.2845,2299,0.7155,3213,0.9914000000000001,28,0.0086,3241,0.041299999999999996
VIC,Mallee,Swan Hill South,Swan Hill South,No,380,0.3408,735,0.6592,1115,0.9954999999999999,5,0.0045000000000000005,1120,0.0143
VIC,Mallee,Swan Hill West,Swan Hill West,No,420,0.2787,1087,0.7212999999999999,1507,0.9921,12,0.0079,1519,0.0194
VIC,Mallee,Toolondo,Toolondo,No,38,0.27940000000000004,98,0.7206,136,1.0,0,0.0,136,0.0017000000000000001
VIC,Mallee,Ultima,Ultima,No,33,0.19640000000000002,135,0.8036,168,0.9941,1,0.0059,169,0.0022
VIC,Mallee,Underbool,Underbool,No,50,0.2075,191,0.7925,241,0.9876999999999999,3,0.0123,244,0.0031
VIC,Mallee,Walpeup,Walpeup,No,57,0.3701,97,0.6299,154,0.9809,3,0.0191,157,0.002
VIC,Mallee,Warracknabeal,Warracknabeal,No,360,0.1954,1482,0.8046,1842,0.9945999999999999,10,0.0054,1852,0.0236
VIC,Mallee,Watchem,Watchem,No,27,0.1837,120,0.8162999999999999,147,1.0,0,0.0,147,0.0019
VIC,Mallee,Wemen,Wemen,No,20,0.198,81,0.802,101,0.9902,1,0.0098,102,0.0013
VIC,Mallee,Werrimull,Werrimull,No,37,0.2868,92,0.7132,129,0.9847,2,0.015300000000000001,131,0.0017000000000000001
VIC,Mallee,Wimmera Base Hospital,Wimmera Base Hospital,No,149,0.3191,318,0.6809000000000001,467,0.9956999999999999,2,0.0043,469,0.006
VIC,Mallee,Wonwondah North,Wonwondah North,No,16,0.172,77,0.828,93,1.0,0,0.0,93,0.0012
VIC,Mallee,Woomelang,Woomelang,No,51,0.2,204,0.8,255,0.9961,1,0.0039000000000000003,256,0.0033
VIC,Mallee,Woorinen,Woorinen,No,87,0.2296,292,0.7704000000000001,379,0.9819,7,0.0181,386,0.0049
VIC,Mallee,Wycheproof,Wycheproof,No,159,0.2607,451,0.7393000000000001,610,0.9903,6,0.0097,616,0.0079
VIC,Mallee,Yaapeet,Yaapeet,No,11,0.1528,61,0.8472,72,1.0,0,0.0,72,0.0009
VIC,Mallee,Yanac,Yanac,No,10,0.102,88,0.898,98,1.0,0,0.0,98,0.0013
VIC,Mallee,Special Hospitals,Special Hospitals,No,126,0.2207,445,0.7793000000000001,571,0.9777,13,0.0223,584,0.0074
VIC,Mallee,Total Ordinary,Total Ordinary,No,18436,0.2787,47724,0.7212999999999999,66160,0.992,536,0.008,66696,0.8506999999999999
VIC,Mallee,ABSENT,ABSENT,No,1570,0.4264,2112,0.5736,3682,0.9968,12,0.0032,3694,0.0471
VIC,Mallee,POSTAL,POSTAL,No,536,0.24420000000000003,1659,0.7558,2195,0.9959,9,0.0040999999999999995,2204,0.0281
VIC,Mallee,PRE_POLL,PRE_POLL,No,1804,0.3181,3867,0.6819,5671,0.9965,20,0.0034999999999999996,5691,0.0726
VIC,Mallee,PROVISIONAL,PROVISIONAL,No,49,0.4336,64,0.5664,113,1.0,0,0.0,113,0.0014000000000000002
VIC,Mallee,Division Summary,Division Summary,No,22395,0.2878,55426,0.7121999999999999,77821,0.9926,577,0.0074,78398,0.961
QLD,Maranoa,Amby,Amby,No,7,0.12279999999999999,50,0.8772,57,0.9828,1,0.0172,58,0.0007000000000000001
QLD,Maranoa,Amiens,Amiens,No,67,0.2702,181,0.7298,248,0.996,1,0.004,249,0.0032
QLD,Maranoa,Anakie,Anakie,No,28,0.28,72,0.72,100,1.0,0,0.0,100,0.0013
