StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,Australian Labor Party Votes,Australian Labor Party Percentage,TotalVotes,Swing
NSW,128,Lindsay,32328,Sydney (Lindsay),15,35.71,27,64.29,42,-13.18
NSW,128,Lindsay,1508,Werrington,655,41.01,942,58.99,1597,-0.79
NSW,128,Lindsay,1509,Werrington County,803,49.84,808,50.16,1611,-1.77
NSW,128,Lindsay,1510,York,1718,47.25,1918,52.75,3636,-6.13
NSW,130,Lyne,1564,Barrington,357,73.31,130,26.69,487,-0.31
NSW,130,Lyne,452,Beechwood,608,69.97,261,30.03,869,-2.11
NSW,130,Lyne,65561,BLV Lyne PPVC,0,0,5,100,5,-62.5
NSW,130,Lyne,1353,Bolwarra,741,57.35,551,42.65,1292,-7.65
NSW,130,Lyne,1566,Bonny Hills,719,59.92,481,40.08,1200,1.59
NSW,130,Lyne,1567,Booral,248,56.36,192,43.64,440,-4.35
NSW,130,Lyne,1568,Bulahdelah,518,55.7,412,44.3,930,-10.36
NSW,130,Lyne,1569,Bungwahl,137,52.49,124,47.51,261,-5.64
NSW,130,Lyne,1571,Burrell Creek,141,73.06,52,26.94,193,-3.26
NSW,130,Lyne,1574,Chatham,699,57.96,507,42.04,1206,1.3
NSW,130,Lyne,1575,Clarence Town,599,49.55,610,50.45,1209,-8.96
NSW,130,Lyne,467,Comboyne,220,75.86,70,24.14,290,-1.2
NSW,130,Lyne,1576,Coolongolook,156,62.9,92,37.1,248,3.35
NSW,130,Lyne,11984,Coomba Park,158,47.16,177,52.84,335,-1.25
NSW,130,Lyne,1577,Coopernook,249,60.88,160,39.12,409,-1.51
NSW,130,Lyne,1580,Cundletown,741,65.87,384,34.13,1125,-1
NSW,130,Lyne,32374,Diamond Beach,370,57.54,273,42.46,643,1.4
NSW,130,Lyne,30121,Divisional Office (PREPOLL),1,20,4,80,5,-40
NSW,130,Lyne,1581,Dunbogan,404,58.38,288,41.62,692,-1.31
NSW,130,Lyne,1582,Dungog,907,55.75,720,44.25,1627,-6.82
NSW,130,Lyne,1583,Dyers Crossing,277,71.03,113,28.97,390,-4.22
NSW,130,Lyne,81035,East Maitland LYNE PPVC,753,56.57,578,43.43,1331,1.51
NSW,130,Lyne,1584,Elands,28,28.57,70,71.43,98,-3.69
NSW,130,Lyne,1587,Forster East,699,54.02,595,45.98,1294,-7.28
NSW,130,Lyne,31457,Forster Keys,853,62.4,514,37.6,1367,-4.18
NSW,130,Lyne,1588,Forster South,1158,58.4,825,41.6,1983,-0.5
NSW,130,Lyne,33892,Forster-Tuncurry PPVC,4909,66.03,2526,33.97,7435,-1.22
NSW,130,Lyne,1592,Gloucester,856,70.86,352,29.14,1208,0.18
NSW,130,Lyne,1593,Gloucester South,512,67.1,251,32.9,763,-5.68
NSW,130,Lyne,1374,Gresford,349,67.5,168,32.5,517,-8.54
NSW,130,Lyne,1594,Hallidays Point,723,65.31,384,34.69,1107,1.73
NSW,130,Lyne,1595,Hannam Vale,131,63.59,75,36.41,206,6.17
NSW,130,Lyne,1596,Harrington,997,61.73,618,38.27,1615,-2.8
NSW,130,Lyne,1597,Hawks Nest,603,61.34,380,38.66,983,-0.64
NSW,130,Lyne,1598,Herons Creek,110,59.46,75,40.54,185,-3.04
NSW,130,Lyne,1376,Hinton,479,57.16,359,42.84,838,-8.81
NSW,130,Lyne,479,Huntingdon,248,68.7,113,31.3,361,0.35
NSW,130,Lyne,1599,Johns River,136,61.26,86,38.74,222,-2.2
NSW,130,Lyne,1600,Karuah,347,45.96,408,54.04,755,-8.61
NSW,130,Lyne,1601,Kendall,595,65.6,312,34.4,907,4.69
NSW,130,Lyne,1602,Kew,371,62.14,226,37.86,597,1.03
NSW,130,Lyne,1603,Killabakh,103,62.8,61,37.2,164,0.64
NSW,130,Lyne,32375,King Creek,558,75.82,178,24.18,736,3.92
NSW,130,Lyne,1604,Krambach,210,68.4,97,31.6,307,0.33
NSW,130,Lyne,1605,Lake Cathie,1259,67.47,607,32.53,1866,2.32
NSW,130,Lyne,1606,Lansdowne,267,61.81,165,38.19,432,3.09
NSW,130,Lyne,1381,Largs,645,53.22,567,46.78,1212,-7.4
NSW,130,Lyne,1607,Laurieton,678,59.42,463,40.58,1141,-0.05
NSW,130,Lyne,488,Long Flat,220,75.6,71,24.4,291,2.92
NSW,130,Lyne,1383,Lorn,595,52.75,533,47.25,1128,1.06
NSW,130,Lyne,1609,Lorne,119,73.01,44,26.99,163,-2.33
NSW,130,Lyne,1612,Marlee,123,59.13,85,40.87,208,0.63
NSW,130,Lyne,1392,Martins Creek,98,59.04,68,40.96,166,-7.32
NSW,130,Lyne,1614,Mitchells Island,285,64.77,155,35.23,440,0.31
NSW,130,Lyne,1615,Moorland,176,59.66,119,40.34,295,-4.63
NSW,130,Lyne,1616,Mount George,117,57.92,85,42.08,202,-8.24
NSW,130,Lyne,1618,Nabiac,682,65.89,353,34.11,1035,-0.06
NSW,130,Lyne,31510,North Arm Cove,162,58.48,115,41.52,277,-2.95
NSW,130,Lyne,1623,North Haven,592,60.04,394,39.96,986,3.85
NSW,130,Lyne,1624,Old Bar,1258,56.72,960,43.28,2218,-1.32
NSW,130,Lyne,1626,Pacific Palms,494,50.93,476,49.07,970,-0.74
NSW,130,Lyne,1403,Paterson Central,243,51.59,228,48.41,471,-7.33
NSW,130,Lyne,497,Pembrooke,140,72.54,53,27.46,193,-5.43
NSW,130,Lyne,82524,Port Macquarie LYNE PPVC,1631,68.41,753,31.59,2384,3.22
NSW,130,Lyne,1627,Purfleet,92,50,92,50,184,2.84
NSW,130,Lyne,81033,Raymond Terrace LYNE PPVC,735,59.47,501,40.53,1236,-1.66
NSW,130,Lyne,505,Rollands Plains,118,75.64,38,24.36,156,-0.87
NSW,130,Lyne,1416,Seaham,563,57.45,417,42.55,980,-8.85
NSW,130,Lyne,33612,Special Hospital Team 1,104,65.82,54,34.18,158,2.25
NSW,130,Lyne,33673,Special Hospital Team 2,104,60.47,68,39.53,172,-3.12
NSW,130,Lyne,33674,Special Hospital Team 3,66,76.74,20,23.26,86,12.99
NSW,130,Lyne,81031,Special Hospital Team 4,145,62.23,88,37.77,233,-1.29
NSW,130,Lyne,1638,Stratford,210,69.77,91,30.23,301,-6.77
NSW,130,Lyne,1639,Stroud,336,63.52,193,36.48,529,-1.33
NSW,130,Lyne,1640,Stroud Road,138,60.53,90,39.47,228,-0.56
NSW,130,Lyne,14111,Sydney (Lyne),10,58.82,7,41.18,17,15.07
NSW,130,Lyne,1642,Taree,1251,59.57,849,40.43,2100,2.57
NSW,130,Lyne,1645,Taree North,465,53.02,412,46.98,877,-0.2
NSW,130,Lyne,33679,Taree PPVC,5382,63.21,3133,36.79,8515,-2.93
NSW,130,Lyne,1646,Taree West,1318,63.7,751,36.3,2069,-1.26
NSW,130,Lyne,1647,Tea Gardens,957,63.8,543,36.2,1500,-4.67
NSW,130,Lyne,1648,Tinonee,504,63.48,290,36.52,794,1.34
NSW,130,Lyne,1650,Tuncurry,1347,60,898,40,2245,0.82
NSW,130,Lyne,1651,Upper Lansdowne,114,58.46,81,41.54,195,-0.74
NSW,130,Lyne,1426,Vacy,284,57.26,212,42.74,496,-5.85
NSW,130,Lyne,1652,Wallarobba,122,72.62,46,27.38,168,-0.51
NSW,130,Lyne,524,Wauchope,1222,67.29,594,32.71,1816,-0.1
NSW,130,Lyne,525,Wauchope South,1344,70.37,566,29.63,1910,-1.89
NSW,130,Lyne,33909,West Haven,886,64.53,487,35.47,1373,-0.13
NSW,130,Lyne,1654,Wherrol Flat,117,65.36,62,34.64,179,5.11
NSW,130,Lyne,1656,Wingham,860,60.61,559,39.39,1419,-3.28
NSW,130,Lyne,1657,Wingham West,1050,62.61,627,37.39,1677,-1.88
NSW,130,Lyne,1431,Woodville,287,60.81,185,39.19,472,-4.24
NSW,131,Macarthur,32912,Airds,243,19.29,1017,80.71,1260,-15.9
NSW,131,Macarthur,2900,Ambarvale,538,31.15,1189,68.85,1727,-16.85
NSW,131,Macarthur,2935,Ambarvale West,501,34.17,965,65.83,1466,-12.54
NSW,131,Macarthur,2901,Blairmount,414,36.73,713,63.27,1127,-11.79
NSW,131,Macarthur,65610,BLV Macarthur PPVC,4,57.14,3,42.86,7,7.14
NSW,131,Macarthur,2902,Bradbury,1192,39.72,1809,60.28,3001,-13.51
NSW,131,Macarthur,2903,Bradbury South,558,35.07,1033,64.93,1591,-13.35
NSW,131,Macarthur,33979,Camden MACARTHUR PPVC,979,59.8,658,40.2,1637,-12.38
NSW,131,Macarthur,11963,Campbelltown,589,33.13,1189,66.87,1778,-13.32
NSW,131,Macarthur,2905,Campbelltown East,747,37.98,1220,62.02,1967,-13.61
NSW,131,Macarthur,33980,Campbelltown MACARTHUR PPVC,3803,42.24,5200,57.76,9003,-15.67
NSW,131,Macarthur,2906,Campbelltown North,295,35.5,536,64.5,831,-12.16
NSW,131,Macarthur,1675,Catherine Field,691,68.82,313,31.18,1004,-9.61
NSW,131,Macarthur,2909,Claymore,201,21,756,79,957,-8.73
NSW,131,Macarthur,31468,Currans Hill,967,43.17,1273,56.83,2240,-15.5
NSW,131,Macarthur,30122,Divisional Office (PREPOLL),58,46.03,68,53.97,126,-10.4
NSW,131,Macarthur,11925,Eagle Vale,650,33.66,1281,66.34,1931,-11.25
NSW,131,Macarthur,2912,Eschol Park,886,42.21,1213,57.79,2099,-9.42
NSW,131,Macarthur,34364,Glen Alpine,1608,53.56,1394,46.44,3002,-10.18
NSW,131,Macarthur,82540,Gregory Hills,455,53.47,396,46.53,851,-8.01
NSW,131,Macarthur,33100,Harrington Park,1660,58.84,1161,41.16,2821,-11.38
NSW,131,Macarthur,58618,Harrington Park Central (Macarthur),1121,57.11,842,42.89,1963,-16.49
NSW,131,Macarthur,2918,Ingleburn (Macarthur),725,34.72,1363,65.28,2088,-11.58
NSW,131,Macarthur,2919,Ingleburn East,534,44.46,667,55.54,1201,-8.12
NSW,131,Macarthur,33816,Ingleburn MACARTHUR PPVC,1571,37.06,2668,62.94,4239,-12.22
NSW,131,Macarthur,2932,Ingleburn South,641,41.68,897,58.32,1538,-6.27
NSW,131,Macarthur,1685,Leppington,692,60.44,453,39.56,1145,-7.37
NSW,131,Macarthur,2922,Leumeah,496,34.69,934,65.31,1430,-12.49
NSW,131,Macarthur,2923,Leumeah North,663,40.4,978,59.6,1641,-11.97
NSW,131,Macarthur,1686,Menangle Park,101,67.79,48,32.21,149,-10.31
NSW,131,Macarthur,2926,Minto,652,31.79,1399,68.21,2051,-7.65
NSW,131,Macarthur,2934,Minto North,378,30.88,846,69.12,1224,-8.4
NSW,131,Macarthur,2904,Minto South,375,29.48,897,70.52,1272,-8.69
NSW,131,Macarthur,82543,Oran Park (Macarthur),729,52.64,656,47.36,1385,-19.27
NSW,131,Macarthur,2929,Raby,1229,44.46,1535,55.54,2764,-7.75
NSW,131,Macarthur,2930,Rosemeadow,939,32.54,1947,67.46,2886,-14.78
NSW,131,Macarthur,44414,Rossmore (Macarthur),297,66.29,151,33.71,448,-5.27
NSW,131,Macarthur,2931,Ruse,1328,43.83,1702,56.17,3030,-11.2
NSW,131,Macarthur,65903,Special Hospital Team 1,127,46.35,147,53.65,274,-13.89
NSW,131,Macarthur,2933,St Andrews,798,34.83,1493,65.17,2291,-12.66
NSW,131,Macarthur,31232,St Andrews South,563,36.92,962,63.08,1525,-10.71
NSW,131,Macarthur,31241,St Helens Park,511,31.12,1131,68.88,1642,-16.18
NSW,131,Macarthur,14113,Sydney (Macarthur),24,32,51,68,75,-14.97
NSW,131,Macarthur,2936,Wedderburn,219,60.16,145,39.84,364,-7.89
NSW,131,Macarthur,2938,Woodbine,729,39.84,1101,60.16,1830,-15.16
NSW,132,Mackellar,1715,Avalon,2148,59.68,1451,40.32,3599,-0.98
NSW,132,Mackellar,1716,Barrenjoey,881,59.57,598,40.43,1479,-0.39
NSW,132,Mackellar,1717,Bayview,829,71.96,323,28.04,1152,-0.38
NSW,132,Mackellar,1718,Beacon Hill (Mackellar),1352,65.5,712,34.5,2064,-4.67
NSW,132,Mackellar,186,Belrose,1880,70.62,782,29.38,2662,-0.61
NSW,132,Mackellar,31630,Belrose North,1678,72.8,627,27.2,2305,-2.96
NSW,132,Mackellar,1719,Bilgola Plateau,1008,68.06,473,31.94,1481,3.23
NSW,132,Mackellar,65391,BLV Mackellar PPVC,8,50,8,50,16,-12.5
NSW,132,Mackellar,65235,Chatswood MACKELLAR PPVC,340,64.27,189,35.73,529,-2.4
NSW,132,Mackellar,1720,Collaroy,1066,65,574,35,1640,-5.55
NSW,132,Mackellar,1721,Collaroy Plateau,1810,68.12,847,31.88,2657,-2.28
NSW,132,Mackellar,1724,Cromer,1613,67.07,792,32.93,2405,-2.61
NSW,132,Mackellar,1722,Cromer East,824,64.53,453,35.47,1277,-3.8
NSW,132,Mackellar,1725,Dee Why,1600,56.88,1213,43.12,2813,-3.2
NSW,132,Mackellar,1726,Dee Why Central (Mackellar),670,54.69,555,45.31,1225,-2.53
NSW,132,Mackellar,11965,Dee Why East (Mackellar),807,56.79,614,43.21,1421,-2.45
NSW,132,Mackellar,30123,Divisional Office (PREPOLL),0,0,0,0,0,-73.81
NSW,132,Mackellar,1727,Elanora,1308,64.53,719,35.47,2027,-5.33
NSW,132,Mackellar,189,Forest,1393,65.93,720,34.07,2113,-6.38
NSW,132,Mackellar,57630,Forestville (Mackellar),1252,65.69,654,34.31,1906,-0.27
NSW,132,Mackellar,192,Frenchs Forest (Mackellar),1116,65.96,576,34.04,1692,-2.52
NSW,132,Mackellar,65234,Manly MACKELLAR PPVC,1618,67.25,788,32.75,2406,-3.45
NSW,132,Mackellar,205,Mimosa,1940,70.88,797,29.12,2737,-2.1
NSW,132,Mackellar,1729,Mona Vale,2031,66.99,1001,33.01,3032,-2.53
NSW,132,Mackellar,1730,Mona Vale Beach,1082,63.95,610,36.05,1692,-5.87
NSW,132,Mackellar,33074,Mona Vale North,1496,69.48,657,30.52,2153,-0.81
NSW,132,Mackellar,33701,Mona Vale PPVC,6734,68.21,3139,31.79,9873,-4.5
NSW,132,Mackellar,1732,Narrabeen,1247,63.65,712,36.35,1959,-2.83
NSW,132,Mackellar,1728,Narrabeen East,1037,65.38,549,34.62,1586,-4.67
NSW,132,Mackellar,1733,Narrabeen North,1337,64.43,738,35.57,2075,-4.24
NSW,132,Mackellar,1734,Narraweena,1712,58.57,1211,41.43,2923,-5.9
NSW,132,Mackellar,1735,Newport,1200,63.49,690,36.51,1890,-3.58
NSW,132,Mackellar,1736,Newport Beach,1217,64.8,661,35.2,1878,-2.27
NSW,132,Mackellar,1737,Palm Beach,657,73.9,232,26.1,889,-0.93
NSW,132,Mackellar,1740,RSL Retirement Village,405,75.28,133,24.72,538,2.52
NSW,132,Mackellar,33602,Special Hospital Team 1,284,84.02,54,15.98,338,8.46
NSW,132,Mackellar,33698,Special Hospital Team 2,178,73.25,65,26.75,243,-2.24
NSW,132,Mackellar,66049,Special Hospital Team 3,16,55.17,13,44.83,29,-19.83
NSW,132,Mackellar,31629,Sydney (Mackellar),49,50,49,50,98,-4.43
NSW,132,Mackellar,1739,Terrey Hills,1495,73.36,543,26.64,2038,-1.64
NSW,132,Mackellar,11966,Warriewood,1663,63.57,953,36.43,2616,-5.14
NSW,132,Mackellar,1741,Wheeler Heights,1372,65.9,710,34.1,2082,-4.75
NSW,133,Macquarie,1748,Bilpin,248,54.51,207,45.49,455,-5.28
NSW,133,Macquarie,1749,Blackheath,595,31.05,1321,68.95,1916,-5.27
NSW,133,Macquarie,1475,Blaxland,523,40.05,783,59.95,1306,-4.54
NSW,133,Macquarie,1476,Blaxland East,1158,44.11,1467,55.89,2625,-8.54
NSW,133,Macquarie,8874,Bligh Park,1289,53.51,1120,46.49,2409,-11.94
NSW,133,Macquarie,32744,Bligh Park East,662,49.07,687,50.93,1349,-16.72
NSW,133,Macquarie,65414,BLV Macquarie PPVC,6,37.5,10,62.5,16,-7.33
NSW,133,Macquarie,1755,Cattai,142,75.13,47,24.87,189,-7.19
NSW,133,Macquarie,1756,Colo Heights,103,56.28,80,43.72,183,-8.13
NSW,133,Macquarie,30124,Divisional Office (PREPOLL),34,54.84,28,45.16,62,54.84
NSW,133,Macquarie,1759,Ebenezer,494,62.22,300,37.78,794,-9.3
NSW,133,Macquarie,1761,Faulconbridge,729,39.11,1135,60.89,1864,-5
NSW,133,Macquarie,1763,Freemans Reach,774,63.24,450,36.76,1224,-6.26
NSW,133,Macquarie,1485,Glenbrook,910,46.12,1063,53.88,1973,-7.22
NSW,133,Macquarie,1765,Glossodia,598,53.25,525,46.75,1123,-14.21
NSW,133,Macquarie,1766,Grose Wold,519,58.98,361,41.02,880,-9.28
NSW,133,Macquarie,1768,Hazelbrook,452,28.66,1125,71.34,1577,-7.46
NSW,133,Macquarie,1769,Hobartville,754,51.86,700,48.14,1454,-8.99
NSW,133,Macquarie,1771,Katoomba,250,23.63,808,76.37,1058,-3.64
NSW,133,Macquarie,1775,Katoomba Central,248,23.46,809,76.54,1057,-0.61
NSW,133,Macquarie,1774,Katoomba North,256,25.68,741,74.32,997,-5.2
NSW,133,Macquarie,34037,Katoomba PPVC,1573,33.68,3097,66.32,4670,-4.47
NSW,133,Macquarie,1776,Kurmond,685,67.29,333,32.71,1018,-6.05
NSW,133,Macquarie,1777,Kurrajong,913,59.83,613,40.17,1526,-3.32
NSW,133,Macquarie,1778,Kurrajong East,239,36.94,408,63.06,647,-31.55
NSW,133,Macquarie,1757,Kurrajong North,577,65.72,301,34.28,878,-6.49
NSW,133,Macquarie,1490,Lapstone,562,44.43,703,55.57,1265,-8.8
NSW,133,Macquarie,1780,Lawson,562,30.79,1263,69.21,1825,-5.84
NSW,133,Macquarie,1781,Leura,387,33.02,785,66.98,1172,0.38
NSW,133,Macquarie,1782,Leura Central,208,41.19,297,58.81,505,-5.28
NSW,133,Macquarie,1787,Maraylya,349,72.26,134,27.74,483,-4.27
NSW,133,Macquarie,1786,McGraths Hill,661,66.7,330,33.3,991,-7.68
NSW,133,Macquarie,1790,Medlow Bath,178,38.36,286,61.64,464,-1.6
NSW,133,Macquarie,1493,Mount Riverview,750,48.92,783,51.08,1533,-5.94
NSW,133,Macquarie,1792,Mount Victoria,149,32.75,306,67.25,455,-8.27
NSW,133,Macquarie,1793,Mount Wilson,33,55,27,45,60,-8.38
NSW,133,Macquarie,1802,North Richmond,1138,57.71,834,42.29,1972,-7.96
NSW,133,Macquarie,1794,Oakville,858,76.13,269,23.87,1127,-7.19
NSW,133,Macquarie,65193,Penrith MACQUARIE PPVC,427,51.38,404,48.62,831,-5.66
NSW,133,Macquarie,1797,Pitt Town,1174,76.38,363,23.62,1537,-2.27
NSW,133,Macquarie,1800,Richmond,962,53.24,845,46.76,1807,-7.13
NSW,133,Macquarie,47782,Richmond PPVC,4146,60.74,2680,39.26,6826,-9.67
NSW,133,Macquarie,58573,Special Hospital Team 1,33,41.25,47,58.75,80,-6.96
NSW,133,Macquarie,1805,Springwood,464,37.06,788,62.94,1252,-2.96
NSW,133,Macquarie,8875,Springwood North,979,44.3,1231,55.7,2210,-4.53
NSW,133,Macquarie,34038,Springwood PPVC,2407,44.49,3003,55.51,5410,-7.96
NSW,133,Macquarie,1806,Springwood South,555,35.58,1005,64.42,1560,-6.81
NSW,133,Macquarie,1804,St Albans,73,46.79,83,53.21,156,-2.56
NSW,133,Macquarie,14123,Sydney (Macquarie),17,34.69,32,65.31,49,-5.07
NSW,133,Macquarie,1807,Tennyson,163,80.3,40,19.7,203,-3.91
NSW,133,Macquarie,1809,Valley Heights,360,47.68,395,52.32,755,-4.16
NSW,133,Macquarie,57669,Vineyard East (Macquarie),349,68.84,158,31.16,507,-7.14
NSW,133,Macquarie,1811,Warrimoo,337,35.55,611,64.45,948,-8.58
NSW,133,Macquarie,1812,Wentworth Falls,817,35.6,1478,64.4,2295,-4.17
NSW,133,Macquarie,1813,Wilberforce,1060,64.67,579,35.33,1639,-9.2
NSW,133,Macquarie,1814,Windsor,523,52.62,471,47.38,994,-8.93
NSW,133,Macquarie,1815,Windsor South,860,44.58,1069,55.42,1929,-12.23
NSW,133,Macquarie,1816,Winmalee,829,44.38,1039,55.62,1868,-9.34
NSW,133,Macquarie,1818,Woodford,453,34.19,872,65.81,1325,-2.25
NSW,133,Macquarie,1819,Yarramundi,153,63.22,89,36.78,242,-7.68
NSW,315,McMahon,65540,BLV McMahon PPVC,10,55.56,8,44.44,18,2.23
NSW,315,McMahon,57628,Divisional Office (PREPOLL),57,33.53,113,66.47,170,-1.55
NSW,315,McMahon,11939,Erskine Park,1409,42.77,1885,57.23,3294,-9.66
NSW,315,McMahon,32481,Fairfield Central,446,23.11,1484,76.89,1930,-4.08
NSW,315,McMahon,2337,Fairfield Heights,513,24.51,1580,75.49,2093,-5.62
NSW,315,McMahon,46744,Fairfield MCMAHON PPVC,2882,29.87,6766,70.13,9648,-3.26
NSW,315,McMahon,2339,Fairfield South,388,22.47,1339,77.53,1727,-4.35
NSW,315,McMahon,2340,Fairfield West (McMahon),380,25.4,1116,74.6,1496,-3.59
NSW,315,McMahon,2341,Fairfield West Central,280,22.97,939,77.03,1219,-8.46
NSW,315,McMahon,2377,Fowler Road,897,42.09,1234,57.91,2131,-11.86
NSW,315,McMahon,81102,Granville South (McMahon),194,28.66,483,71.34,677,-15.53
NSW,315,McMahon,2342,Greystanes,1701,49.03,1768,50.97,3469,-5.52
NSW,315,McMahon,2346,Greystanes Central,464,44.92,569,55.08,1033,-7.55
NSW,315,McMahon,2353,Greystanes East,1119,47.92,1216,52.08,2335,-4.8
NSW,315,McMahon,2343,Greystanes North,1356,43.94,1730,56.06,3086,-4.11
NSW,315,McMahon,2350,Greystanes North East,656,47.92,713,52.08,1369,-5.85
NSW,315,McMahon,2360,Greystanes South,653,44.85,803,55.15,1456,-8.19
NSW,315,McMahon,2381,Guildford,526,32.13,1111,67.87,1637,-9.71
NSW,315,McMahon,2382,Guildford East,547,36.27,961,63.73,1508,-10.98
NSW,315,McMahon,2345,Guildford West,1050,40.49,1543,59.51,2593,-10.38
NSW,315,McMahon,2347,Horsley Park,935,64.04,525,35.96,1460,-8.03
NSW,315,McMahon,398,Kemps Creek (McMahon),390,66.1,200,33.9,590,-7.22
NSW,315,McMahon,2388,Merrylands East (McMahon),514,40.63,751,59.37,1265,-7.02
NSW,315,McMahon,2259,Merrylands North (McMahon),246,31.91,525,68.09,771,-10.82
NSW,315,McMahon,2354,Merrylands West,604,42.33,823,57.67,1427,-8.09
NSW,315,McMahon,401,Minchinbury,960,41.85,1334,58.15,2294,-8.08
NSW,315,McMahon,65208,Mount Druitt MCMAHON PPVC,649,40.97,935,59.03,1584,-4.42
NSW,315,McMahon,65209,Parramatta MCMAHON PPVC,790,42,1091,58,1881,-8.77
NSW,315,McMahon,2355,Smithfield,474,27.74,1235,72.26,1709,-7.04
NSW,315,McMahon,2356,Smithfield East,407,30.72,918,69.28,1325,-8.72
NSW,315,McMahon,2357,Smithfield West (McMahon),771,34.56,1460,65.44,2231,-10.82
NSW,315,McMahon,2280,South Wentworthville Central,494,47.14,554,52.86,1048,-6.7
NSW,315,McMahon,57627,Special Hospital Team 1,31,44.93,38,55.07,69,5.54
NSW,315,McMahon,409,St Clair,619,39.3,956,60.7,1575,-8.5
NSW,315,McMahon,391,St Clair East,797,38.41,1278,61.59,2075,-10.68
NSW,315,McMahon,390,St Clair South,1027,41.46,1450,58.54,2477,-7.77
NSW,315,McMahon,383,St Clair West,1276,39.05,1992,60.95,3268,-9.38
NSW,315,McMahon,14145,Sydney (McMahon),24,38.1,39,61.9,63,-3.23
NSW,315,McMahon,2361,Wetherill Park (McMahon),693,37.04,1178,62.96,1871,-5.72
NSW,315,McMahon,2362,Yennora (McMahon),272,26.85,741,73.15,1013,-11.18
NSW,134,Mitchell,8876,Aminya,507,67.78,241,32.22,748,-3.05
NSW,134,Mitchell,11967,Baulkham Hills,447,60,298,40,745,-1.51
NSW,134,Mitchell,1825,Baulkham Hills Central,888,61.92,546,38.08,1434,-3.52
NSW,134,Mitchell,1827,Baulkham Hills North,1913,64.19,1067,35.81,2980,-4.33
NSW,134,Mitchell,34116,Beaumont Hills,2594,69.12,1159,30.88,3753,-4.6
NSW,134,Mitchell,47691,Bella Vista,558,72.19,215,27.81,773,-3.34
NSW,134,Mitchell,65452,BLV Mitchell PPVC,6,54.55,5,45.45,11,-18.18
NSW,134,Mitchell,1829,Castle Hill,2258,70.02,967,29.98,3225,-2.26
NSW,134,Mitchell,1830,Castle Hill Central,1786,70.29,755,29.71,2541,-1.66
NSW,134,Mitchell,11969,Castle Hill East,1352,70.38,569,29.62,1921,-3.84
NSW,134,Mitchell,33905,Castle Hill MITCHELL PPVC,8161,73.92,2879,26.08,11040,-4.11
NSW,134,Mitchell,1833,Crestwood,1272,64.44,702,35.56,1974,-6.44
NSW,134,Mitchell,1834,Crestwood Central,2413,67.91,1140,32.09,3553,-1.71
NSW,134,Mitchell,30125,Divisional Office (PREPOLL),78,59.09,54,40.91,132,59.09
NSW,134,Mitchell,45260,Eurambie Park (Mitchell),821,77.6,237,22.4,1058,0.52
NSW,134,Mitchell,1840,Jasper Road,2447,64.24,1362,35.76,3809,-5.25
NSW,134,Mitchell,1841,Kellyville,2223,66.84,1103,33.16,3326,-5.17
NSW,134,Mitchell,36372,Kellyville East,1657,71.45,662,28.55,2319,-4.65
NSW,134,Mitchell,58821,Kellyville South,806,74.29,279,25.71,1085,-1.69
NSW,134,Mitchell,1845,Matthew Pearce,1448,65.34,768,34.66,2216,-1.14
NSW,134,Mitchell,1847,Model Farms,1017,63.76,578,36.24,1595,-4.54
NSW,134,Mitchell,1849,Muirfield,616,65.6,323,34.4,939,-1.14
NSW,134,Mitchell,651,North Rocks (Mitchell),742,61.17,471,38.83,1213,-3.06
NSW,134,Mitchell,2263,Northmead,1188,55.46,954,44.54,2142,-3.19
NSW,134,Mitchell,2264,Northmead East,707,57.11,531,42.89,1238,-6.61
NSW,134,Mitchell,81207,Old Toongabbie (Mitchell),94,50.54,92,49.46,186,-3.2
NSW,134,Mitchell,65239,Parramatta MITCHELL PPVC,601,53.66,519,46.34,1120,-7.92
NSW,134,Mitchell,1853,Rondelay,1298,67.96,612,32.04,1910,-5.01
NSW,134,Mitchell,1854,Rouse Hill,2087,71.45,834,28.55,2921,-5.82
NSW,134,Mitchell,1837,Samuel Gilbert (Mitchell),2099,72.28,805,27.72,2904,-3.75
NSW,134,Mitchell,37049,Sherwood Ridge,2446,72.84,912,27.16,3358,-2.23
NSW,134,Mitchell,58758,Special Hospital Team 1,51,67.11,25,32.89,76,-17.67
NSW,134,Mitchell,14125,Sydney (Mitchell),56,58.33,40,41.67,96,10.23
NSW,134,Mitchell,1826,The Hills,275,61.52,172,38.48,447,-2.3
NSW,134,Mitchell,2284,Winston Heights,1072,62.11,654,37.89,1726,-4.11
NSW,134,Mitchell,2285,Winston Hills,1907,61.78,1180,38.22,3087,-4.95
NSW,134,Mitchell,2287,Winston Hills Central,598,71.19,242,28.81,840,3.62
NSW,134,Mitchell,47690,Withers,1542,73.78,548,26.22,2090,-3.13
NSW,135,New England,1061,Aberdeen,461,55.48,370,44.52,831,-0.85
NSW,135,New England,1912,Arding,190,56.21,148,43.79,338,-4.78
NSW,135,New England,1913,Armidale,644,46.3,747,53.7,1391,-7.22
NSW,135,New England,33752,Armidale PPVC,4959,65.32,2633,34.68,7592,-1.01
NSW,135,New England,1916,Armidale South,566,48.88,592,51.12,1158,-3.64
NSW,135,New England,1918,Armidale West,928,56.31,720,43.69,1648,-3.63
NSW,135,New England,1919,Ashford,260,67.53,125,32.47,385,-8.87
